ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS
scaffold_956	25949	21.31	1	24	0.92	0.516	0.212	1.182	364.50	364.50	0.17
scaffold_957	25916	22.36	1	17	0.66	0.604	0.315	1.833	722.50	722.50	0.18
scaffold_958	25889	16.15	1	24	0.93	0.266	0.234	1.667	572.50	572.50	0.08
scaffold_959	25879	18.15	1	13	0.50	0.522	0.396	0.083	1352.00	1352.00	0.00
scaffold_960	25863	19.54	1	18	0.70	0.370	0.233	0.800	621.00	621.00	0.11
scaffold_961	25855	15.85	1	26	1.01	0.513	0.310	0.238	158.00	158.00	0.19
scaffold_962	25841	17.16	1	24	0.93	0.293	0.186	0.091	450.00	450.00	0.04
scaffold_963	25812	15.83	1	15	0.58	0.368	0.312	0.154	357.00	357.00	0.13
scaffold_964	25808	18.69	1	38	1.47	0.351	0.244	0.226	262.00	262.00	0.03
scaffold_965	25755	19.24	1	29	1.13	0.432	0.351	0.115	202.00	202.00	0.07
scaffold_966	25741	19.40	1	19	0.74	0.622	0.273	8.500	519.00	519.00	0.32
scaffold_967	25741	16.44	1	22	0.85	0.307	0.192	1.444	532.50	532.50	0.09
scaffold_968	25730	15.39	1	12	0.47	0.508	0.198	3.000	988.50	988.50	0.00
scaffold_969	25729	19.13	1	19	0.74	0.478	0.249	1.111	304.00	304.00	0.11
scaffold_970	25717	18.65	1	36	1.40	0.345	0.266	0.200	221.00	221.00	0.14
scaffold_971	25710	17.31	1	21	0.82	0.321	0.219	0.500	695.00	695.00	0.19
scaffold_972	25703	17.11	1	15	0.58	0.666	0.252	2.000	824.00	824.00	0.00
scaffold_973	25699	18.67	1	13	0.51	0.511	0.318	0.857	1284.00	1284.00	0.08
scaffold_974	25694	19.23	1	26	1.01	0.340	0.241	2.250	239.00	239.00	0.04
scaffold_975	25685	18.10	1	13	0.51	0.735	0.387	2.250	924.00	924.00	0.08
scaffold_976	25662	18.10	1	16	0.62	0.980	0.558	0.778	546.00	546.00	0.12
scaffold_977	25649	17.72	1	25	0.97	0.287	0.174	0.923	517.50	517.50	0.04
scaffold_978	25649	18.94	1	17	0.66	0.576	0.216	2.400	754.00	754.00	0.00
scaffold_979	25620	17.95	1	24	0.94	0.298	0.174	0.412	506.00	506.00	0.04
scaffold_980	25588	18.96	1	18	0.70	0.567	0.251	0.125	442.50	442.50	0.11
scaffold_981	25573	18.78	1	22	0.86	0.337	0.232	3.400	540.50	540.50	0.00
scaffold_982	25571	16.32	1	33	1.29	0.333	0.207	1.357	209.00	209.00	0.00
scaffold_983	25570	23.27	1	19	0.74	0.334	0.255	2.167	277.00	277.00	0.21
scaffold_984	25514	20.10	1	26	1.02	0.475	0.254	0.368	195.00	195.00	0.19
scaffold_985	25503	17.77	1	14	0.55	0.385	0.200	1.333	823.00	823.00	0.14
scaffold_986	25491	18.68	1	34	1.33	0.250	0.172	10.333	314.00	314.00	0.03
scaffold_987	25483	18.04	1	15	0.59	0.723	0.234	14.000	694.50	694.50	0.07
scaffold_988	25461	18.56	1	10	0.39	0.884	0.398	0.667	1176.00	1176.00	0.00
scaffold_989	25446	24.11	1	12	0.47	0.950	0.409	0.714	723.50	723.50	0.00
scaffold_990	25441	17.05	1	11	0.43	0.340	0.282	0.222	1687.00	1687.00	0.18
scaffold_991	25426	17.31	1	17	0.67	0.304	0.225	1.429	475.00	475.00	0.00
scaffold_992	25422	19.91	1	17	0.67	0.449	0.309	1.125	774.00	774.00	0.12
scaffold_993	25417	20.74	1	22	0.87	0.346	0.270	1.000	544.00	544.00	0.05
scaffold_994	25413	21.62	1	32	1.26	0.344	0.230	0.143	182.50	182.50	0.19
scaffold_995	25358	21.05	1	17	0.67	0.540	0.279	1.125	597.00	597.00	0.06
scaffold_996	25356	18.85	1	22	0.87	0.284	0.263	1.200	472.50	472.50	0.18
scaffold_997	25339	15.83	1	24	0.95	0.209	0.217	3.800	658.00	658.00	0.00
scaffold_998	25322	19.01	1	25	0.99	0.350	0.156	0.786	315.00	315.00	0.12
scaffold_999	25302	18.28	1	27	1.07	0.245	0.210	1.700	305.00	305.00	0.00
scaffold_1000	25236	17.92	1	11	0.44	0.815	0.252	0.375	980.00	980.00	0.00
scaffold_1001	25212	18.85	1	22	0.87	0.456	0.208	0.375	330.00	330.00	0.05
scaffold_1002	25210	18.51	1	21	0.83	0.345	0.279	0.312	557.50	557.50	0.05
scaffold_1003	25192	11.63	1	8	0.32	0.375	0.156	0.600	1550.00	1550.00	0.00
scaffold_1004	25187	18.68	1	28	1.11	0.291	0.257	1.000	332.00	332.00	0.14
scaffold_1005	25169	16.54	1	32	1.27	0.333	0.278	7.000	331.00	331.00	0.03
scaffold_1006	25121	25.21	1	15	0.60	0.939	0.726	0.500	616.00	616.00	0.07
scaffold_1007	25112	16.24	1	26	1.04	0.273	0.221	0.083	335.00	335.00	0.04
scaffold_1008	25108	20.78	1	15	0.60	0.952	0.276	1.500	429.00	429.00	0.27
scaffold_1009	25094	18.87	1	19	0.76	0.326	0.258	0.462	783.00	783.00	0.05
scaffold_1010	25087	18.67	1	25	1.00	0.336	0.210	7.333	272.50	272.50	0.04
scaffold_1011	25082	18.90	1	22	0.88	0.356	0.255	0.692	679.50	679.50	0.27
scaffold_1012	25021	18.05	1	22	0.88	0.298	0.200	0.571	589.00	589.00	0.05
scaffold_1013	24990	19.76	1	23	0.92	0.361	0.216	4.750	591.50	591.50	0.13
scaffold_1014	24909	17.77	1	17	0.68	0.363	0.231	1.429	502.00	502.00	0.06
scaffold_1015	24905	16.76	1	16	0.64	0.443	0.283	1.667	961.50	961.50	0.00
scaffold_1016	24896	20.24	1	28	1.12	0.353	0.243	1.333	264.50	264.50	0.07
scaffold_1017	24854	15.18	1	12	0.48	0.238	0.194	0.500	614.00	614.00	0.08
scaffold_1018	24852	16.05	1	17	0.68	0.436	0.159	0.308	462.00	462.00	0.00
scaffold_1019	24847	20.01	1	17	0.68	0.553	0.303	0.545	510.00	510.00	0.00
scaffold_1020	24823	20.60	1	29	1.17	0.347	0.249	0.160	300.00	300.00	0.07
scaffold_1021	24819	18.86	1	19	0.77	0.438	0.231	3.750	664.00	664.00	0.00
scaffold_1022	24806	19.86	1	18	0.73	0.523	0.275	0.385	802.00	802.00	0.06
scaffold_1023	24795	18.09	1	29	1.17	0.271	0.204	1.071	289.00	289.00	0.07
scaffold_1024	24781	16.53	1	19	0.77	0.528	0.363	0.118	813.00	813.00	0.00
scaffold_1025	24774	15.07	1	16	0.65	0.341	0.235	2.200	567.00	567.00	0.06
scaffold_1026	24725	17.82	1	31	1.25	0.282	0.237	2.100	235.50	235.50	0.10
scaffold_1027	24723	20.00	1	24	0.97	0.382	0.240	0.500	462.00	462.00	0.12
scaffold_1028	24706	16.85	1	13	0.53	0.165	0.135	5.500	1246.00	1246.00	0.00
scaffold_1029	24695	19.34	1	14	0.57	0.382	0.317	2.500	1782.00	1782.00	0.07
scaffold_1030	24687	15.86	1	14	0.57	0.615	0.426	0.400	644.00	644.00	0.21
scaffold_1031	24686	19.60	1	20	0.81	0.457	0.329	0.250	391.00	391.00	0.15
scaffold_1032	24671	21.70	1	17	0.69	0.492	0.423	1.125	515.00	515.00	0.18
scaffold_1033	24646	19.08	1	25	1.01	0.449	0.219	1.273	364.50	364.50	0.04
scaffold_1034	24645	17.47	1	35	1.42	0.280	0.219	2.500	192.00	192.00	0.06
scaffold_1035	24637	15.21	1	13	0.53	0.431	0.201	0.857	796.00	796.00	0.08
scaffold_1036	24610	18.11	1	25	1.02	0.395	0.249	1.083	269.50	269.50	0.12
scaffold_1037	24568	16.75	1	21	0.85	0.282	0.219	1.100	510.00	510.00	0.19
scaffold_1038	24533	17.52	1	25	1.02	0.281	0.225	5.250	511.00	511.00	0.04
scaffold_1039	24531	19.73	1	33	1.35	0.312	0.207	1.062	213.00	213.00	0.12
scaffold_1040	24486	16.74	1	30	1.23	0.336	0.235	1.308	232.00	232.00	0.03
scaffold_1041	24484	18.71	1	20	0.82	0.286	0.246	0.667	546.50	546.50	0.00
scaffold_1042	24483	15.54	1	25	1.02	0.269	0.225	0.562	296.00	296.00	0.16
scaffold_1043	24463	18.84	1	20	0.82	0.381	0.195	3.000	486.00	486.00	0.05
scaffold_1044	24442	20.21	1	20	0.82	0.709	0.355	0.176	222.50	222.50	0.10
scaffold_1045	24384	17.95	1	17	0.70	0.556	0.612	3.250	873.50	873.50	0.06
scaffold_1046	24364	15.63	1	16	0.66	0.256	0.231	0.455	1167.00	1167.00	0.19
scaffold_1047	24350	21.25	1	20	0.82	0.810	0.257	1.500	481.00	481.00	0.15
scaffold_1048	24343	17.32	1	18	0.74	0.309	0.162	0.636	675.50	675.50	0.00
scaffold_1049	24341	18.51	1	16	0.66	0.426	0.271	1.000	832.50	832.50	0.00
scaffold_1050	24307	19.37	1	15	0.62	0.787	0.522	2.750	965.50	965.50	0.20
scaffold_1051	24293	17.06	1	21	0.86	0.338	0.252	1.333	370.00	370.00	0.10
scaffold_1052	24280	17.89	1	13	0.54	0.457	0.282	0.625	892.00	892.00	0.00
scaffold_1053	24278	18.27	1	27	1.11	0.282	0.210	2.000	227.50	227.50	0.04
scaffold_1054	24267	17.70	1	23	0.95	0.506	0.231	0.045	214.00	214.00	0.22
scaffold_1055	24265	17.25	1	23	0.95	0.260	0.189	0.353	402.00	402.00	0.00
scaffold_1056	24265	17.49	1	20	0.82	0.203	0.200	1.000	260.00	260.00	0.05
scaffold_1057	24249	15.01	1	17	0.70	0.279	0.198	1.833	807.00	807.00	0.00
scaffold_1058	24223	16.28	1	22	0.91	0.396	0.191	2.143	445.00	445.00	0.00
scaffold_1059	24213	15.43	1	14	0.58	0.303	0.209	1.800	932.50	932.50	0.14
scaffold_1060	24188	16.13	1	11	0.45	0.189	0.162	0.571	1315.00	1315.00	0.09
scaffold_1061	24186	17.12	1	11	0.45	0.235	0.204	0.571	1401.00	1401.00	0.00
scaffold_1062	24173	18.69	1	15	0.62	0.664	0.255	2.000	476.00	476.00	0.00
scaffold_1063	24170	21.98	1	12	0.50	0.823	0.483	1.000	878.00	878.00	0.25
scaffold_1064	24142	18.39	1	17	0.70	0.453	0.324	1.833	506.50	506.50	0.06
scaffold_1065	24110	16.34	1	20	0.83	0.298	0.201	3.000	903.00	903.00	0.10
scaffold_1066	24107	16.45	1	17	0.71	0.437	0.243	0.308	814.50	814.50	0.06
scaffold_1067	24076	17.30	1	24	1.00	0.230	0.192	5.000	502.00	502.00	0.08
scaffold_1068	24074	17.56	1	19	0.79	0.184	0.168	0.727	581.50	581.50	0.05
scaffold_1069	24053	19.42	1	21	0.87	0.348	0.213	0.615	410.00	410.00	0.10
scaffold_1070	24049	18.39	1	11	0.46	0.673	0.765	0.222	1127.00	1127.00	0.00
scaffold_1071	24036	29.19	1	10	0.42	1.580	1.293	1.500	849.00	849.00	0.10
scaffold_1072	24035	18.39	1	25	1.04	0.368	0.279	1.778	592.00	592.00	0.24
scaffold_1073	24026	17.04	1	24	1.00	0.339	0.240	1.182	269.00	269.00	0.08
scaffold_1074	24022	17.88	1	10	0.42	0.692	0.271	2.333	1179.00	1179.00	0.00
scaffold_1075	24002	19.11	1	30	1.25	0.339	0.247	9.000	191.00	191.00	0.17
scaffold_1076	23994	21.21	1	12	0.50	1.015	0.411	5.000	507.50	507.50	0.00
scaffold_1077	23986	17.31	1	25	1.04	0.313	0.204	0.667	320.50	320.50	0.04
scaffold_1078	23977	18.58	1	15	0.63	0.353	0.171	0.667	687.00	687.00	0.00
scaffold_1079	23974	19.58	1	17	0.71	0.529	0.282	0.700	209.00	209.00	0.12
scaffold_1080	23967	18.58	1	21	0.88	0.326	0.249	0.312	375.00	375.00	0.05
scaffold_1081	23966	18.93	1	27	1.13	0.265	0.195	0.800	421.00	421.00	0.04
scaffold_1082	23945	13.81	1	13	0.54	0.208	0.174	1.600	788.00	788.00	0.00
scaffold_1083	23942	16.64	1	11	0.46	0.525	0.261	0.571	1503.00	1503.00	0.00
scaffold_1084	23939	17.91	1	27	1.13	0.281	0.213	2.000	379.00	379.00	0.00
scaffold_1085	23906	21.03	1	11	0.46	0.774	0.339	1.200	932.00	932.00	0.00
scaffold_1086	23881	17.82	1	22	0.92	0.503	0.280	1.200	265.50	265.50	0.00
scaffold_1087	23864	20.06	1	25	1.05	0.295	0.210	2.125	675.00	675.00	0.16
scaffold_1088	23847	19.90	1	12	0.50	0.814	0.197	0.200	399.00	399.00	0.00
scaffold_1089	23845	15.56	1	14	0.59	0.266	0.229	1.000	694.50	694.50	0.00
scaffold_1090	23837	17.93	1	16	0.67	0.271	0.225	7.000	926.00	926.00	0.12
scaffold_1091	23804	19.11	1	21	0.88	0.334	0.195	0.400	466.00	466.00	0.05
scaffold_1092	23800	19.45	1	14	0.59	0.857	0.380	2.500	1224.00	1224.00	0.21
scaffold_1093	23781	15.71	1	18	0.76	0.325	0.197	0.636	975.00	975.00	0.06
scaffold_1094	23780	18.19	1	13	0.55	0.228	0.186	1.600	857.00	857.00	0.15
scaffold_1095	23740	19.40	1	21	0.88	0.487	0.219	1.100	513.00	513.00	0.10
scaffold_1096	23692	17.43	1	16	0.68	0.298	0.165	1.286	641.50	641.50	0.00
scaffold_1097	23688	19.34	1	13	0.55	0.499	0.312	0.083	339.00	339.00	0.00
scaffold_1098	23675	18.42	1	15	0.63	0.640	0.477	14.000	433.00	433.00	0.00
scaffold_1099	23652	21.14	1	16	0.68	0.624	0.301	4.333	369.00	369.00	0.19
scaffold_1100	23646	25.94	1	14	0.59	1.148	0.667	3.667	480.50	480.50	0.29
scaffold_1101	23636	16.90	1	17	0.72	0.416	0.237	0.545	706.50	706.50	0.18
scaffold_1102	23629	17.40	1	14	0.59	0.515	0.291	1.333	818.00	818.00	0.00
scaffold_1103	23591	14.62	1	18	0.76	0.170	0.141	1.250	734.00	734.00	0.06
scaffold_1104	23587	14.71	1	18	0.76	0.227	0.206	0.200	686.00	686.00	0.06
scaffold_1105	23563	15.63	1	13	0.55	0.206	0.189	0.625	1385.00	1385.00	0.00
scaffold_1106	23561	16.77	1	16	0.68	0.286	0.216	0.333	1028.00	1028.00	0.00
scaffold_1107	23552	18.42	1	23	0.98	0.256	0.153	0.438	499.00	499.00	0.09
scaffold_1108	23552	21.19	1	16	0.68	0.634	0.372	0.778	892.00	892.00	0.06
scaffold_1109	23552	18.29	1	25	1.06	0.329	0.198	0.667	413.00	413.00	0.04
scaffold_1110	23550	16.92	1	22	0.93	0.238	0.207	1.200	524.00	524.00	0.00
scaffold_1111	23548	16.73	1	25	1.06	0.284	0.219	7.333	511.00	511.00	0.04
scaffold_1112	23540	17.51	1	10	0.42	0.216	0.217	0.667	1750.00	1750.00	0.10
scaffold_1113	23535	17.43	1	21	0.89	0.233	0.186	1.625	500.00	500.00	0.10
scaffold_1114	23515	15.11	1	17	0.72	0.229	0.177	1.125	914.50	914.50	0.06
scaffold_1115	23514	17.93	1	21	0.89	0.325	0.336	4.250	627.00	627.00	0.00
scaffold_1116	23509	19.44	1	18	0.77	0.504	0.274	0.059	428.00	428.00	0.17
scaffold_1117	23506	18.89	1	17	0.72	0.579	0.345	7.500	308.00	308.00	0.06
scaffold_1118	23503	18.78	1	27	1.15	0.328	0.246	0.174	197.50	197.50	0.11
scaffold_1119	23496	21.07	1	14	0.60	0.458	0.254	1.333	1089.50	1089.50	0.14
scaffold_1120	23475	21.18	1	22	0.94	0.382	0.221	6.333	390.00	390.00	0.23
scaffold_1121	23475	17.61	1	7	0.30	1.040	0.630	NA	3452.00	3452.00	0.29
scaffold_1122	23471	18.07	1	17	0.72	0.445	0.291	0.214	585.50	585.50	0.06
scaffold_1123	23455	18.55	1	15	0.64	0.474	0.246	0.154	899.00	899.00	0.13
scaffold_1124	23428	18.99	1	21	0.90	0.475	0.342	0.235	208.00	208.00	0.19
scaffold_1125	23405	19.76	1	25	1.07	0.329	0.255	0.667	481.00	481.00	0.00
scaffold_1126	23405	18.64	1	20	0.85	0.492	0.207	0.538	260.00	260.00	0.05
scaffold_1127	23375	16.18	1	16	0.68	0.277	0.186	0.778	577.00	577.00	0.06
scaffold_1128	23375	21.43	1	25	1.07	0.568	0.183	2.571	225.00	225.00	0.08
scaffold_1129	23355	18.69	1	18	0.77	0.406	0.227	1.571	442.00	442.00	0.06
scaffold_1130	23338	18.08	1	17	0.73	0.315	0.234	2.400	368.00	368.00	0.06
scaffold_1131	23332	18.73	1	18	0.77	0.481	0.249	8.000	606.00	606.00	0.17
scaffold_1132	23324	17.51	1	14	0.60	0.562	0.241	1.000	719.00	719.00	0.21
scaffold_1133	23319	19.24	1	14	0.60	0.660	0.436	0.077	743.00	743.00	0.21
scaffold_1134	23309	18.98	1	22	0.94	0.417	0.211	0.833	305.50	305.50	0.00
scaffold_1135	23302	22.05	1	21	0.90	0.680	0.363	20.000	157.00	157.00	0.19
scaffold_1136	23293	19.27	1	18	0.77	0.419	0.332	0.500	363.00	363.00	0.00
scaffold_1137	23277	21.04	1	15	0.64	0.530	0.195	0.250	508.50	508.50	0.20
scaffold_1138	23265	17.62	1	15	0.64	0.724	0.333	1.143	494.50	494.50	0.20
scaffold_1139	23221	18.92	1	24	1.03	0.355	0.224	2.429	269.50	269.50	0.08
scaffold_1140	23217	21.45	1	20	0.86	0.378	0.195	0.176	1261.00	1261.00	0.25
scaffold_1141	23211	23.00	1	23	0.99	0.420	0.318	1.091	383.00	383.00	0.04
scaffold_1142	23199	19.54	1	18	0.78	0.431	0.269	17.000	1113.00	1113.00	0.17
scaffold_1143	23193	20.53	1	29	1.25	0.309	0.222	3.833	124.00	124.00	0.07
scaffold_1144	23193	17.91	1	11	0.47	0.316	0.222	1.750	1115.00	1115.00	0.00
scaffold_1145	23191	18.06	1	21	0.91	0.437	0.195	6.000	231.00	231.00	0.00
scaffold_1146	23177	15.99	1	16	0.69	0.355	0.234	1.000	541.00	541.00	0.06
scaffold_1147	23175	16.26	1	27	1.17	0.318	0.195	0.588	365.00	365.00	0.07
scaffold_1148	23169	18.04	1	15	0.65	0.604	0.462	2.000	550.00	550.00	0.13
scaffold_1149	23149	16.93	1	18	0.78	0.306	0.215	0.800	850.00	850.00	0.06
scaffold_1150	23129	21.86	1	32	1.38	0.312	0.225	1.909	496.00	496.00	0.25
scaffold_1151	23123	19.23	1	25	1.08	0.328	0.228	1.083	324.00	324.00	0.16
scaffold_1152	23111	18.10	1	11	0.48	0.250	0.165	2.667	1700.00	1700.00	0.00
scaffold_1153	23100	17.92	1	23	1.00	0.359	0.258	4.750	333.00	333.00	0.09
scaffold_1154	23095	17.62	1	25	1.08	0.244	0.189	1.778	510.00	510.00	0.00
scaffold_1155	23087	18.37	1	23	1.00	0.327	0.192	1.300	571.00	571.00	0.09
scaffold_1156	23087	20.98	1	10	0.43	0.698	0.159	1.500	1336.50	1336.50	0.00
scaffold_1157	23083	18.31	1	14	0.61	0.302	0.243	0.556	830.50	830.50	0.00
scaffold_1158	23082	20.02	1	17	0.74	0.485	0.276	0.308	166.50	166.50	0.06
scaffold_1159	23063	17.42	1	13	0.56	0.387	0.267	1.167	860.00	860.00	0.00
scaffold_1160	23035	19.25	1	13	0.56	0.461	0.288	0.625	939.00	939.00	0.15
scaffold_1161	23033	25.23	1	25	1.09	0.443	0.399	1.500	250.00	250.00	0.24
scaffold_1162	23022	20.15	1	20	0.87	0.434	0.300	4.000	325.00	325.00	0.00
scaffold_1163	23009	17.38	1	24	1.04	0.283	0.219	0.846	243.00	243.00	0.04
scaffold_1164	23008	16.44	1	20	0.87	0.348	0.247	0.667	442.50	442.50	0.10
scaffold_1165	23004	19.12	1	19	0.83	0.318	0.240	2.800	461.00	461.00	0.11
scaffold_1166	22943	16.58	1	14	0.61	0.396	0.222	3.667	1395.00	1395.00	0.07
scaffold_1167	22934	19.23	1	14	0.61	0.406	0.215	0.750	509.00	509.00	0.07
scaffold_1168	22870	19.54	1	26	1.14	0.255	0.189	0.529	356.00	356.00	0.12
scaffold_1169	22865	16.68	1	28	1.22	0.320	0.266	0.556	292.00	292.00	0.04
scaffold_1170	22846	21.62	1	12	0.53	0.957	0.323	2.000	473.00	473.00	0.00
scaffold_1171	22838	15.21	1	20	0.88	0.198	0.201	0.250	589.50	589.50	0.00
scaffold_1172	22832	22.14	1	18	0.79	0.401	0.262	1.000	575.50	575.50	0.11
scaffold_1173	22832	16.81	1	16	0.70	0.223	0.161	0.778	948.00	948.00	0.06
scaffold_1174	22825	17.64	1	27	1.18	0.431	0.291	1.700	272.00	272.00	0.11
scaffold_1175	22816	20.80	1	13	0.57	0.993	0.504	0.182	973.50	973.50	0.23
scaffold_1176	22807	19.80	1	16	0.70	0.417	0.310	1.286	1253.00	1253.00	0.19
scaffold_1177	22805	22.38	1	29	1.27	0.362	0.285	1.071	310.50	310.50	0.17
scaffold_1178	22800	19.48	1	13	0.57	0.476	0.312	0.857	1026.00	1026.00	0.00
scaffold_1179	22793	18.89	1	24	1.05	0.329	0.231	0.714	446.00	446.00	0.08
scaffold_1180	22789	21.36	1	13	0.57	1.050	0.591	1.167	466.00	466.00	0.00
scaffold_1181	22787	17.38	1	20	0.88	0.335	0.255	3.000	318.50	318.50	0.10
scaffold_1182	22771	20.91	1	21	0.92	0.414	0.303	0.105	294.00	294.00	0.05
scaffold_1183	22766	19.94	1	22	0.97	0.416	0.263	0.158	383.00	383.00	0.09
scaffold_1184	22764	16.72	1	19	0.83	0.252	0.201	1.375	408.00	408.00	0.00
scaffold_1185	22763	22.22	1	12	0.53	0.509	0.214	0.200	918.00	918.00	0.00
scaffold_1186	22762	17.09	1	14	0.62	0.468	0.294	0.556	769.50	769.50	0.14
scaffold_1187	22727	19.72	1	21	0.92	0.321	0.240	2.000	490.00	490.00	0.05
scaffold_1188	22715	17.44	1	15	0.66	0.477	0.216	0.667	1062.00	1062.00	0.13
scaffold_1189	22698	20.29	1	7	0.31	1.284	0.966	6.000	2299.50	2299.50	0.14
scaffold_1190	22687	19.09	1	14	0.62	0.379	0.267	1.333	587.00	587.00	0.00
scaffold_1191	22680	16.24	1	9	0.40	0.163	0.129	0.800	1841.00	1841.00	0.11
scaffold_1192	22653	20.66	1	16	0.71	0.523	0.255	0.778	626.00	626.00	0.06
scaffold_1193	22651	20.49	1	18	0.79	0.468	0.263	1.000	652.00	652.00	0.06
scaffold_1194	22624	18.94	1	24	1.06	0.360	0.240	0.714	140.00	140.00	0.12
scaffold_1195	22619	18.82	1	14	0.62	0.304	0.244	0.556	543.00	543.00	0.00
scaffold_1196	22619	18.79	1	19	0.84	0.486	0.246	1.375	249.00	249.00	0.05
scaffold_1197	22603	18.78	1	13	0.58	0.463	0.420	0.444	398.50	398.50	0.08
scaffold_1198	22602	16.29	1	15	0.66	0.277	0.228	1.500	1270.50	1270.50	0.20
scaffold_1199	22599	18.06	1	11	0.49	0.416	0.189	0.375	619.00	619.00	0.00
scaffold_1200	22590	17.38	1	13	0.58	0.604	0.225	0.182	710.00	710.00	0.00
scaffold_1201	22588	19.64	1	24	1.06	0.411	0.266	7.000	348.50	348.50	0.08
scaffold_1202	22587	15.81	1	19	0.84	0.310	0.267	1.714	279.00	279.00	0.11
scaffold_1203	22586	17.36	1	12	0.53	0.675	0.564	0.714	503.00	503.00	0.00
scaffold_1204	22585	19.19	1	16	0.71	0.421	0.295	0.600	601.00	601.00	0.06
scaffold_1205	22580	18.68	1	20	0.89	0.278	0.191	19.000	605.00	605.00	0.05
scaffold_1206	22570	18.87	1	15	0.66	0.275	0.153	0.250	1083.00	1083.00	0.00
scaffold_1207	22568	18.95	1	7	0.31	0.277	0.204	1.333	1857.00	1857.00	0.00
scaffold_1208	22555	17.32	1	18	0.80	0.211	0.183	0.059	666.00	666.00	0.06
scaffold_1209	22553	21.83	1	18	0.80	0.649	0.291	0.500	384.00	384.00	0.06
scaffold_1210	22547	21.68	1	11	0.49	1.218	0.333	1.200	1013.50	1013.50	0.09
scaffold_1211	22545	20.20	1	17	0.75	0.416	0.303	0.545	412.00	412.00	0.06
scaffold_1212	22541	18.27	1	28	1.24	0.351	0.214	3.667	273.00	273.00	0.11
scaffold_1213	22540	17.33	1	17	0.75	0.224	0.189	3.250	521.00	521.00	0.00
scaffold_1214	22538	16.94	1	12	0.53	0.323	0.315	0.500	1473.50	1473.50	0.17
scaffold_1215	22526	17.83	1	28	1.24	0.193	0.165	0.120	367.00	367.00	0.00
scaffold_1216	22522	16.07	1	30	1.33	0.216	0.175	0.579	476.00	476.00	0.07
scaffold_1217	22502	25.79	1	14	0.62	0.775	0.561	13.000	454.50	454.50	0.00
scaffold_1218	22479	21.42	1	23	1.02	0.493	0.372	0.278	258.00	258.00	0.26
scaffold_1219	22477	19.21	1	23	1.02	0.377	0.222	0.438	320.00	320.00	0.00
scaffold_1220	22464	19.10	1	16	0.71	0.515	0.402	1.286	796.00	796.00	0.06
scaffold_1221	22460	21.09	1	13	0.58	0.845	0.189	1.600	954.00	954.00	0.08
scaffold_1222	22430	20.45	1	12	0.53	0.701	0.225	3.000	923.00	923.00	0.08
scaffold_1223	22429	20.91	1	23	1.03	0.622	0.288	1.875	206.00	206.00	0.17
scaffold_1224	22421	18.56	1	33	1.47	0.326	0.240	0.031	141.00	141.00	0.42
scaffold_1225	22417	16.89	1	19	0.85	0.255	0.156	2.167	841.00	841.00	0.11
scaffold_1226	22407	23.76	1	21	0.94	0.639	0.354	20.000	194.50	194.50	0.24
scaffold_1227	22405	18.85	1	15	0.67	0.491	0.222	2.000	426.50	426.50	0.07
scaffold_1228	22368	17.42	1	21	0.94	0.266	0.162	0.167	770.00	770.00	0.19
scaffold_1229	22362	17.42	1	23	1.03	0.254	0.162	0.150	629.00	629.00	0.17
scaffold_1230	22357	20.45	1	14	0.63	0.476	0.484	1.800	372.00	372.00	0.07
scaffold_1231	22351	15.10	1	14	0.63	0.330	0.280	1.000	974.50	974.50	0.14
scaffold_1232	22342	13.33	1	12	0.54	0.173	0.135	0.500	868.50	868.50	0.00
scaffold_1233	22337	21.53	1	20	0.90	0.504	0.317	0.333	258.00	258.00	0.05
scaffold_1234	22330	15.20	1	20	0.90	0.244	0.204	0.667	474.50	474.50	0.00
scaffold_1235	22324	19.12	1	11	0.49	0.293	0.258	1.200	1063.00	1063.00	0.00
scaffold_1236	22307	14.99	1	17	0.76	0.300	0.198	0.545	527.00	527.00	0.00
scaffold_1237	22263	18.22	1	9	0.40	0.292	0.204	0.800	1692.00	1692.00	0.00
scaffold_1238	22257	14.59	1	14	0.63	0.312	0.219	1.333	860.00	860.00	0.00
scaffold_1239	22245	26.12	1	10	0.45	1.176	0.523	4.000	817.00	817.00	0.20
scaffold_1240	22222	18.73	1	13	0.59	0.499	0.468	1.167	1167.00	1167.00	0.00
scaffold_1241	22211	20.17	1	14	0.63	0.764	0.480	3.667	1001.00	1001.00	0.21
scaffold_1242	22209	15.73	1	15	0.68	0.251	0.198	1.500	559.00	559.00	0.00
scaffold_1243	22199	18.06	1	34	1.53	0.322	0.247	0.133	267.50	267.50	0.18
scaffold_1244	22188	22.90	1	14	0.63	0.686	0.347	1.333	500.00	500.00	0.07
scaffold_1245	22174	19.22	1	24	1.08	0.297	0.240	0.714	365.00	365.00	0.12
scaffold_1246	22170	19.59	1	18	0.81	0.408	0.292	0.500	508.00	508.00	0.17
scaffold_1247	22159	18.03	1	24	1.08	0.392	0.223	0.600	227.00	227.00	0.04
scaffold_1248	22150	16.54	1	15	0.68	0.358	0.261	0.500	683.00	683.00	0.07
scaffold_1249	22145	16.48	1	17	0.77	0.209	0.183	0.214	657.00	657.00	0.06
