VOG	Allomyces_arbuscula_Burma_1F	Allomyces_javanicus_California_12	Allomyces_macrogynus_ATCC_38327	Anaeromyces_robustus_v1.0	Batrachochytrium_dendrobatidis_JAM81_v1.0	Blastocladiella_britannica_v1.0	Blyttiomyces_helicus_single-cell_v1.0	Blyttiomyces_sp	Boothiomyces_macroporosum_PLAUS21	Borealophlyctis_nickersoniae_WJD170	Caecomyces_churrovis_A_v1.0	Catenaria_anguillulae_PL171_v2.0	Caulochytrium_protostelioides_ATCC_52028_single-cell_v1.0	Caulochytrium_protostelioides_ATCC_52028_v1.0	Chytridium_lagenaria_Arg66_v1.0	Chytriomyces_hyalinus_ARG085	Chytriomyces_hyalinus_ARG121	Chytriomyces_hyalinus_JEL0117	Chytriomyces_hyalinus_JEL0176	Chytriomyces_hyalinus_JEL0345	Chytriomyces_hyalinus_JEL632_v1.0	Chytriomyces_sp._MP_71_v1.0	Cladochytrium_polystomum_WB228_v1.0	Cladochytrium_replicatum_JEL714_v1.0	Cladochytrium_tenue_C_tenue	Dinochytrium_kinnereticum_KLL_TL_06062013	Entophlyctis_helioformis_JEL805_v1.0	Entophlyctis_luteolus_JEL0120	Entophlyctis_luteolus_JEL0129	Entophlyctis_sp	Fimicolochytrium_jonesii_JEL569_v1.0	Gaertneriomyces_semiglobifer_Barr_43_v1.0	Gaertneriomyces_sp	Geranomyces_michiganensis_JEL0563	Geranomyces_variabilis_JEL0379	Geranomyces_variabilis_JEL0389	Geranomyces_variabilis_JEL0566	Geranomyces_variabilis_JEL0567	Geranomyces_variabilis_JEL559_v1.0	Globomyces_pollinis-pini_Arg68_v1.0	Gonapodya_prolifera_v1.0	Gorgonomyces_haynaldii_MP57_v1.0	Homolaphlyctis_polyrhiza_JEL142_v1.0	Hyaloraphidium_curvatum_SAG235-1_v1.0	Irineochytrium_annulatum_JEL0729	Kappamyces_sp	Lobulomyces_angularis_JEL0522	Lobulomyces_sp	Neocallimastix_californiae_G1_v1.0	Nowakowskiella_sp	Obelidium_mucronatum_JEL802_v1.0	Paranamyces_uniporus_JEL0695	Paraphysoderma_sedebokerense_JEL0847	Paraphysoderma_sedebokerense_JEL821_v1.0	Pecoramyces_ruminatium_C1A	Phlyctochytrium_bullatum_JEL0754	Phlyctochytrium_planicorne_JEL0388	Physocladia_obscura_JEL0513	Piromyces_finnis_v3.0	Piromyces_sp._E2_v1.0	Podochytrium_sp	Polychytrium_aggregatum_JEL109_v1.0	Powellomyces_hirtus_BR81_v1.0	Quaeritorhiza_haematococci_JEL0916	Rhizoclosmatium_globosum_JEL800_v1.0	Rhizoclosmatium_hyalinus_JEL0917	Rhizophlyctis_rosea_JEL0318	Rhizophlyctis_rosea_JEL0764	Rhizophydium_sp	Siphonaria_sp	SmithFen_BAUOG	Spizellomyces_punctatus_DAOM_BR117	Thoreauomyces_humboldtii_JEL0095	Triparticalcar_arcticum_BR59_v1.0	Unknown_unknown_JEL0888
NCVOG0285																																													NODE_44_length_67682_cov_9.849316																														
NCVOG0288	NODE_14_length_346647_cov_16.546608						NODE_1683										NODE_132_length_68038_cov_10.312267			NODE_1487_length_2253_cov_9.616728																																																		NODE_1631_length_8979_cov_5.647383					
NCVOG0296	NODE_12_length_364458_cov_20.858409	NODE_3306_length_2646_cov_18.384585	Supercontig_23	scaffold_238	scaffold_2				NODE_5286_length_838_cov_225.429698			scaffold_28	scaffold_589	scaffold_244				NODE_11443_length_973_cov_10.850446				scaffold_318				NODE_1891_length_1968_cov_19.774722					scaffold_3										scaffold_193								scaffold_21	NODE_36_length_58993_cov_22.532402			NODE_155_length_14956_cov_24.960479							scaffold_145									NODE_467_length_5868_cov_24.741323	NODE_351_length_26840_cov_4.042185					
NCVOG0297	NODE_447_length_764_cov_69.131004	NODE_44_length_49104_cov_25.707590	Supercontig_41		scaffold_2	scaffold_1144			NODE_2982_length_1233_cov_205.211073			scaffold_9	scaffold_9	scaffold_30		NODE_2809_length_864_cov_17.351970		NODE_6282_length_1603_cov_11.668414						scaffold_34	NODE_1684_length_4118_cov_29.421183	NODE_119_length_60013_cov_6.766668					scaffold_1	scaffold_29	NODE_6_length_802021_cov_15.519641									scaffold_13	scaffold_536	scaffold_23		NODE_1665_length_1830_cov_26.049059				NODE_18_length_74089_cov_24.086635	scaffold_39	NODE_58_length_127029_cov_5.701588	NODE_1860_length_1820_cov_21.784280	scaffold_3		NODE_1325_length_6351_cov_5.910265					NODE_10216_length_501_cov_12.353774	scaffold_413		NODE_1436_length_9319_cov_33.653646	scaffold_43	NODE_7884_length_1177_cov_8.700909			NODE_1776_length_1820_cov_23.603557	NODE_2747_length_3950_cov_3.637749		Supercontig_20		scaffold_1	NODE_2968_length_4833_cov_25.945122
NCVOG0301	NODE_5_length_515902_cov_20.459836	NODE_1567_length_7548_cov_16.774060	Supercontig_24	scaffold_376	scaffold_9	scaffold_519			NODE_5286_length_838_cov_225.429698	NODE_178_length_31230_cov_15.486021		scaffold_215	scaffold_1276	scaffold_26	scaffold_206	NODE_14_length_211452_cov_8.980632	NODE_15_length_211878_cov_10.410550	NODE_11443_length_973_cov_10.850446	NODE_10_length_198017_cov_7.500000	NODE_6_length_275327_cov_6.543969	scaffold_68	scaffold_162	scaffold_328	scaffold_20	NODE_712_length_9698_cov_30.433323	NODE_34_length_102521_cov_5.861185	scaffold_95		NODE_528_length_9211_cov_9.814977	NODE_490_length_13521_cov_4.157617	scaffold_21	scaffold_6	NODE_30_length_203561_cov_15.464400	NODE_10_length_430446_cov_12.622280	NODE_6_length_416142_cov_14.063836	NODE_6_length_912210_cov_36.884486	NODE_3_length_1074072_cov_22.587369	NODE_45_length_165366_cov_22.586052	scaffold_77		scaffold_193	scaffold_13	scaffold_753	scaffold_35	NODE_591_length_17690_cov_22.167660	NODE_629_length_5589_cov_23.961538			scaffold_18	NODE_135_length_27260_cov_22.595409	scaffold_495	NODE_104_length_87331_cov_3.508733	NODE_1860_length_1820_cov_21.784280	scaffold_3			NODE_269_length_33526_cov_9.123621		scaffold_3	scaffold_182	NODE_10216_length_501_cov_12.353774	scaffold_357	scaffold_2	NODE_7629_length_1029_cov_24.857143	scaffold_28	NODE_7884_length_1177_cov_8.700909	NODE_558_length_20206_cov_50.575935	NODE_85_length_134977_cov_5.703388	NODE_286_length_11614_cov_23.413886	NODE_2747_length_3950_cov_3.637749	NODE_166	Supercontig_4	NODE_1109_length_6956_cov_33.162524	scaffold_8	NODE_3802_length_4094_cov_32.449838
NCVOG0302	NODE_27_length_242551_cov_20.722865	NODE_3003_length_3184_cov_14.158674	Supercontig_11	scaffold_442	scaffold_16	scaffold_184	NODE_3746		NODE_1553_length_1850_cov_154.316977	NODE_1275_length_9513_cov_13.856189		scaffold_215	scaffold_97	scaffold_7	scaffold_10	NODE_14_length_211452_cov_8.980632	NODE_13_length_226474_cov_10.917941	NODE_10_length_80548_cov_4.978502	NODE_10_length_198017_cov_7.500000	NODE_136_length_56155_cov_6.655391	scaffold_19	scaffold_65	scaffold_102	scaffold_7	NODE_1871_length_3553_cov_18.592060	NODE_204_length_43170_cov_5.907317	scaffold_129		NODE_511_length_10060_cov_10.219251	NODE_490_length_13521_cov_4.157617	scaffold_16	scaffold_18	NODE_6_length_802021_cov_15.519641	NODE_10_length_430446_cov_12.622280	NODE_85_length_96670_cov_13.673413	NODE_31_length_254424_cov_36.820592	NODE_25_length_277262_cov_21.801577	NODE_1_length_1224173_cov_22.694847	scaffold_10	scaffold_165	scaffold_10	scaffold_2	scaffold_536	scaffold_24	NODE_309_length_25648_cov_20.208322	NODE_1665_length_1830_cov_26.049059	NODE_2_length_356606_cov_7.040375	NODE_785_length_8246_cov_100.183131	scaffold_110	NODE_2084_length_2602_cov_26.493465	scaffold_16	NODE_11_length_242354_cov_5.772959	NODE_965_length_4133_cov_25.900148	scaffold_47		NODE_890_length_13704_cov_6.191238	NODE_160_length_69349_cov_8.760538	NODE_4596_length_2921_cov_19.760900	scaffold_41	scaffold_29	NODE_13400_length_357_cov_13.589286	scaffold_2	scaffold_14	NODE_7629_length_1029_cov_24.857143	scaffold_15	NODE_7884_length_1177_cov_8.700909	NODE_558_length_20206_cov_50.575935	NODE_239_length_64438_cov_5.723653	NODE_48_length_26233_cov_25.694946	NODE_475_length_23423_cov_3.967575		Supercontig_9	NODE_7_length_80718_cov_37.474746	scaffold_12	NODE_9936_length_1553_cov_51.971545
NCVOG0304	NODE_49_length_169169_cov_20.817573		Supercontig_23	scaffold_648	scaffold_2	scaffold_521			NODE_8595_length_590_cov_211.187135	NODE_178_length_31230_cov_15.486021	scaffold_71	scaffold_139	scaffold_877	scaffold_57		NODE_223_length_38568_cov_8.831233			NODE_629_length_11051_cov_5.025788	NODE_23_length_178207_cov_6.250974	scaffold_71	scaffold_111	scaffold_109	scaffold_20			scaffold_55			NODE_698_length_6211_cov_4.103195	scaffold_4	scaffold_7	NODE_10_length_606720_cov_15.156248	NODE_11_length_424084_cov_12.445667	NODE_107_length_72074_cov_14.018959	NODE_29_length_344183_cov_37.032089	NODE_2_length_1224506_cov_22.465143	NODE_42_length_192448_cov_22.294487	scaffold_67	scaffold_17	scaffold_90	scaffold_12	scaffold_1400	scaffold_22				NODE_131_length_28783_cov_88.321361	scaffold_146	NODE_194_length_18821_cov_23.942915	scaffold_35	NODE_13_length_232579_cov_5.687887	NODE_329_length_9656_cov_24.467272	scaffold_3				NODE_1358_length_9590_cov_17.172711	scaffold_28	scaffold_534		scaffold_9	scaffold_6	NODE_3144_length_4257_cov_2.460287	scaffold_231		NODE_558_length_20206_cov_50.575935	NODE_85_length_134977_cov_5.703388	NODE_150_length_53936_cov_16.790861			Supercontig_1	NODE_154_length_33611_cov_35.322330	scaffold_16	NODE_9176_length_1739_cov_66.448255
NCVOG0305	NODE_88_length_97664_cov_20.756832	NODE_3306_length_2646_cov_18.384585	Supercontig_5	scaffold_190	scaffold_15	scaffold_521	NODE_4045		NODE_19_length_61911_cov_201.517547	NODE_3813_length_1666_cov_15.854626	scaffold_415	scaffold_30	scaffold_1016	scaffold_216	scaffold_247	NODE_352_length_23555_cov_8.549195	NODE_556_length_13970_cov_10.955517	NODE_48_length_27763_cov_4.744501	NODE_23_length_132750_cov_5.050756	NODE_533_length_6735_cov_10.925203	scaffold_17	scaffold_13	scaffold_317	scaffold_36	NODE_735_length_9388_cov_38.334765	NODE_1891_length_1968_cov_19.774722	scaffold_133		NODE_656_length_4431_cov_9.008728	NODE_206_length_38730_cov_4.521926	scaffold_8	scaffold_6	NODE_5_length_958716_cov_15.904518	NODE_40_length_214992_cov_12.619906	NODE_57_length_146610_cov_13.982393	NODE_13_length_636304_cov_36.884129	NODE_6_length_634111_cov_22.703863	NODE_58_length_80378_cov_22.660577	scaffold_11	scaffold_17	scaffold_193	scaffold_2	scaffold_1568	scaffold_7	NODE_141_length_38742_cov_17.733066	NODE_120_length_15849_cov_25.588321		NODE_733_length_8895_cov_50.000340	scaffold_114	NODE_724_length_5333_cov_22.551750	scaffold_1	NODE_116_length_83508_cov_5.772003	NODE_863_length_4744_cov_25.181058	scaffold_13	c_7180000059146	NODE_1231_length_7435_cov_6.771133	NODE_154_length_69845_cov_12.261997	NODE_200_length_20935_cov_19.331048	scaffold_28	scaffold_357	NODE_279_length_23308_cov_5.166846	scaffold_357	scaffold_6	NODE_2408_length_5696_cov_31.016373	scaffold_36	NODE_163_length_9494_cov_3.558883	NODE_70_length_53304_cov_50.796645	NODE_43_length_191652_cov_5.574307	NODE_15569_length_539_cov_13.491342	NODE_1040_length_14057_cov_3.995637	NODE_62	Supercontig_1	NODE_1532_length_3625_cov_25.978298	scaffold_18	NODE_8866_length_1826_cov_35.202973
NCVOG0307									NODE_178_length_6537_cov_198.098916																																																							NODE_1098_length_11592_cov_32.746678					NODE_216_length_8060_cov_17.121508						
NCVOG0308				scaffold_523						NODE_748_length_14805_cov_12.540535	scaffold_1621							NODE_1615_length_3190_cov_7.331513								NODE_150_length_51803_cov_11.343425					scaffold_56	scaffold_16	NODE_18_length_419655_cov_15.729935									scaffold_5					NODE_30_length_140697_cov_6.894759	NODE_243_length_20647_cov_84.324842	scaffold_229	NODE_144_length_26214_cov_44.650687								NODE_605_length_14379_cov_15.347434	scaffold_43	scaffold_475				NODE_451_length_19744_cov_34.032186		NODE_2775_length_2221_cov_7.164179	NODE_1910_length_5477_cov_76.777963		NODE_36_length_33804_cov_23.031933						
NCVOG0310				scaffold_114							scaffold_586				scaffold_61											NODE_648_length_8894_cov_4.070999																							scaffold_353			NODE_906_length_11135_cov_5.696328			d_7180000075130		NODE_19_length_255827_cov_9.662780			scaffold_331															
NCVOG0312				scaffold_99			NODE_2394		NODE_844_length_2628_cov_137.439828	NODE_316_length_24786_cov_14.640293					scaffold_77			NODE_2700_length_2550_cov_6.471896						scaffold_124		NODE_248_length_36381_cov_5.414142			NODE_155_length_55050_cov_9.813599	NODE_434_length_16310_cov_4.202045	scaffold_56		NODE_18_length_419655_cov_15.729935						scaffold_26	scaffold_220							NODE_26_length_156375_cov_6.625178	NODE_371_length_16071_cov_85.176191	scaffold_366	NODE_1259_length_3712_cov_36.880088			NODE_605_length_6455_cov_26.021950			NODE_575_length_23213_cov_6.397000		NODE_790_length_12790_cov_23.586958	scaffold_13	scaffold_65		scaffold_152		NODE_22_length_53474_cov_33.151507	scaffold_59	NODE_2070_length_2552_cov_11.741818		NODE_557_length_18255_cov_5.640500	NODE_930_length_4560_cov_31.193843	NODE_465_length_23612_cov_3.865222					NODE_1017_length_8584_cov_43.513577
NCVOG0314	NODE_143_length_47372_cov_23.603785	NODE_1_length_536061_cov_26.819963	Supercontig_48		scaffold_1	scaffold_257				NODE_4209_length_1299_cov_11.518822	scaffold_3	scaffold_15				NODE_10_length_226902_cov_8.705853	NODE_6_length_272458_cov_10.351801		NODE_495_length_15671_cov_4.792997	NODE_89_length_83431_cov_6.425474		scaffold_407							NODE_203_length_42729_cov_9.138868	NODE_180_length_43274_cov_6.480126	scaffold_10	scaffold_28	NODE_10_length_606720_cov_15.156248									scaffold_7										NODE_8_length_265786_cov_5.541788						NODE_1225_length_10215_cov_16.708424	scaffold_26	scaffold_21	NODE_2133_length_3948_cov_3.878584				scaffold_171	NODE_1028_length_3572_cov_6.003147		NODE_653_length_12341_cov_2.977740		NODE_992_length_14641_cov_4.162181		Supercontig_16		scaffold_9	NODE_4578_length_3570_cov_31.520756
NCVOG0316																		NODE_3522_length_2245_cov_6.630074				scaffold_45	scaffold_146																						NODE_3144_length_2111_cov_14.484759					NODE_1025_length_4253_cov_42.738506						NODE_171_length_49107_cov_6.048746		NODE_4817_length_2714_cov_35.624573				scaffold_47		NODE_1708_length_8030_cov_37.717591	scaffold_151	NODE_920_length_3799_cov_4.734014									
NCVOG0317									NODE_8670_length_586_cov_178.396857																																											NODE_146_length_70949_cov_5.906564																							
NCVOG0318																																																				NODE_15_length_217657_cov_5.660028																	NODE_407_length_9136_cov_24.191301						
NCVOG0319							NODE_76													NODE_237_length_28488_cov_7.885748																				scaffold_1					NODE_171_length_35175_cov_9.429968																								NODE_3049_length_1889_cov_9.323400						
NCVOG0320									NODE_7346_length_664_cov_173.045997														scaffold_111									scaffold_2	NODE_8_length_756968_cov_15.931627	NODE_16_length_350289_cov_12.359457								scaffold_11											NODE_35_length_28388_cov_24.032849									scaffold_163	scaffold_7						NODE_122_length_63777_cov_16.596436			Supercontig_16	NODE_22_length_67572_cov_38.247233	scaffold_21	
NCVOG0321	NODE_14_length_346647_cov_16.546608	NODE_6648_length_630_cov_20.453888		scaffold_65			NODE_6103			NODE_6210_length_446_cov_8.712737								NODE_92_length_12000_cov_5.989348	NODE_345_length_24030_cov_5.478604	NODE_660_length_5275_cov_5.859561	scaffold_144		scaffold_131								scaffold_56	scaffold_13			NODE_75_length_114253_cov_15.608578						scaffold_148						NODE_21_length_168006_cov_6.999029	NODE_72_length_36962_cov_195.291555		NODE_339_length_13696_cov_9.880094						NODE_759_length_17091_cov_6.129011			scaffold_19	scaffold_15	NODE_222_length_25944_cov_7.749797	scaffold_91	scaffold_2	NODE_11458_length_342_cov_32.769811		NODE_656_length_4464_cov_4.133576	NODE_1338_length_8894_cov_49.186798	NODE_357_length_40906_cov_5.872566	NODE_84_length_84037_cov_17.666710	NODE_2735_length_3976_cov_4.213388				scaffold_4	
NCVOG0326	NODE_14_length_346647_cov_16.546608	NODE_5_length_287051_cov_9.368072					NODE_6569			NODE_635_length_16535_cov_13.641208								NODE_92_length_12000_cov_5.989348	NODE_311_length_27477_cov_4.866825	NODE_660_length_5275_cov_5.859561			scaffold_638								scaffold_12				NODE_554_length_424_cov_38.922190						scaffold_165						NODE_1199_length_379_cov_8.387417	NODE_7_length_67604_cov_99.397545		NODE_1137_length_3940_cov_12.672275						NODE_303_length_37237_cov_10.206889					NODE_2408_length_3443_cov_4.187166	scaffold_30		NODE_1761_length_7720_cov_52.509878		NODE_656_length_4464_cov_4.133576		NODE_357_length_40906_cov_5.872566		NODE_9336_length_266_cov_6.724868				scaffold_2	
NCVOG0329	NODE_18_length_306208_cov_20.955843	NODE_597_length_15499_cov_16.159123	Supercontig_7	scaffold_65		scaffold_209	NODE_4872		NODE_2113_length_1533_cov_130.604396	NODE_4294_length_1229_cov_18.019965		scaffold_156	scaffold_981	scaffold_114	scaffold_5	NODE_412_length_18607_cov_4.157636	NODE_229_length_40440_cov_19.975720	NODE_1932_length_2970_cov_6.389215	NODE_242_length_34646_cov_4.951778	NODE_260_length_24922_cov_6.218072	scaffold_19	scaffold_1909	scaffold_14	scaffold_152		NODE_302_length_29296_cov_6.148739	scaffold_94		NODE_74_length_94241_cov_9.631851	NODE_1299_length_1221_cov_5.564685	scaffold_38	scaffold_4	NODE_1_length_1869972_cov_16.027777						scaffold_33	scaffold_34	scaffold_6	scaffold_3		scaffold_3				NODE_485_length_13007_cov_103.934261	scaffold_53	NODE_671_length_5676_cov_16.420968	scaffold_195	NODE_6848_length_591_cov_1.357977	NODE_1506_length_2459_cov_26.662049	scaffold_307	d_7180000074655	NODE_93_length_61065_cov_6.002837	NODE_29_length_206662_cov_9.531249	NODE_1170_length_10512_cov_26.532343	scaffold_43	scaffold_453	NODE_4799_length_1427_cov_8.158519	scaffold_58		NODE_3673_length_3493_cov_27.572014	scaffold_78	NODE_5512_length_1517_cov_14.030556	NODE_1120_length_11078_cov_54.397782		NODE_1090_length_2852_cov_21.120721	NODE_921_length_15470_cov_4.194114	NODE_55	Supercontig_14		scaffold_8	NODE_1578_length_6984_cov_46.212538
NCVOG0330																										NODE_3282_length_985_cov_14.720264																								NODE_19063_length_227_cov_6.326667											NODE_925_length_9650_cov_16.453672														
NCVOG0331		NODE_1104_length_10351_cov_15.583901				scaffold_253			NODE_2365_length_1441_cov_170.446481																																	scaffold_5			NODE_636_length_17003_cov_19.608295					NODE_339_length_10483_cov_25.233519						NODE_359_length_33300_cov_5.643199								NODE_11495_length_340_cov_8.425856		NODE_6076_length_1424_cov_5.588716			NODE_2297_length_869_cov_14.071970						NODE_10564_length_1410_cov_56.000000
NCVOG0332																																												scaffold_2	NODE_9_length_173964_cov_9.336489																								NODE_10223_length_846_cov_10.569571	NODE_2851_length_3597_cov_4.526420		Supercontig_1			
NCVOG0333	NODE_16_length_317468_cov_20.937040	NODE_17448_length_311_cov_20.888889	Supercontig_12	scaffold_220	scaffold_5	scaffold_42	NODE_554		NODE_823_length_2655_cov_169.380140	NODE_3017_length_2788_cov_10.876060	scaffold_425	scaffold_196	scaffold_121	scaffold_8		NODE_208_length_42353_cov_8.537302		NODE_12797_length_878_cov_5.389513		NODE_6936_length_395_cov_5.053459	scaffold_65	scaffold_11	scaffold_252	scaffold_22	NODE_6528_length_305_cov_67.907895	NODE_22269_length_164_cov_7.011494	scaffold_52		NODE_72_length_95291_cov_9.494444	NODE_774_length_4525_cov_3.058903	scaffold_1	scaffold_1	NODE_7_length_784547_cov_16.104383		NODE_166_length_25563_cov_14.348780	NODE_5_length_957006_cov_36.879400			scaffold_6	scaffold_27	scaffold_32	scaffold_16	scaffold_1433		NODE_2918_length_2534_cov_13.628409	NODE_708_length_5048_cov_30.884933	NODE_1483_length_302_cov_19.737778	NODE_1326_length_4821_cov_54.684233	scaffold_217	NODE_7869_length_786_cov_54.157969	scaffold_614	NODE_5517_length_809_cov_8.627049	NODE_4142_length_925_cov_27.158019	scaffold_8	d_7180000062103	NODE_7007_length_338_cov_3.007663		NODE_384_length_17272_cov_14.889038	scaffold_22	scaffold_579	NODE_12078_length_402_cov_5.966154	scaffold_60	scaffold_12	NODE_1758_length_7728_cov_30.093975	scaffold_18	NODE_27479_length_356_cov_3.752688	NODE_641_length_18051_cov_54.197730		NODE_2218_length_1117_cov_26.834615	NODE_106_length_43560_cov_4.411770		Supercontig_11	NODE_1800_length_2380_cov_56.270083	scaffold_3	NODE_7937_length_2102_cov_40.129877
NCVOG0334					scaffold_105					NODE_2639_length_3614_cov_12.016115			scaffold_773	scaffold_23																	scaffold_12	scaffold_15	NODE_19_length_416294_cov_15.530771	NODE_12_length_420860_cov_12.475231	NODE_102_length_74594_cov_13.740569	NODE_8_length_756785_cov_36.210990	NODE_15_length_355712_cov_22.253265	NODE_8_length_676464_cov_22.263813	scaffold_60					scaffold_1	NODE_31_length_76552_cov_9.682955									scaffold_5									scaffold_11					NODE_52_length_173494_cov_5.400566				Supercontig_7	NODE_62_length_50401_cov_36.990303	scaffold_19	
NCVOG0335																																								scaffold_76												NODE_11_length_242354_cov_5.772959																	NODE_9440_length_908_cov_11.456077						
NCVOG0346																																		NODE_237_length_1548_cov_19.312712	NODE_3_length_456261_cov_13.924154																																		NODE_4975_length_577_cov_21.126000						
NCVOG0350											scaffold_526							NODE_19121_length_584_cov_4.429980											NODE_313_length_26776_cov_21.341174		scaffold_52					NODE_14_length_595033_cov_36.303323	NODE_70_length_103375_cov_22.489099		scaffold_89		scaffold_5								scaffold_8						c_7180000062404			NODE_290_length_18711_cov_16.988033								NODE_6281_length_1394_cov_5.426727			NODE_12274_length_712_cov_8.077165	NODE_1130_length_12918_cov_3.733354					
NCVOG0352																		NODE_25924_length_442_cov_4.000000																								scaffold_4			NODE_162_length_36032_cov_9.980003					NODE_400_length_10508_cov_15.240916		NODE_111_length_84884_cov_3.430472		scaffold_1															NODE_182_length_19940_cov_24.279565						
NCVOG0353										NODE_1120_length_10736_cov_14.887888														scaffold_89																						NODE_146_length_14174_cov_25.997021				NODE_2976_length_1985_cov_31.361635												scaffold_57		NODE_121_length_34035_cov_34.561164				NODE_95_length_120575_cov_5.498788	NODE_5_length_204515_cov_25.238013						
NCVOG0356																																																NODE_1254_length_5161_cov_82.346971																											
NCVOG0360	NODE_11_length_373146_cov_20.851299	NODE_3217_length_2802_cov_17.539817	Supercontig_32	scaffold_306	scaffold_6	scaffold_302			NODE_36_length_35094_cov_103.816860	NODE_235_length_28155_cov_14.648586	scaffold_121	scaffold_4		scaffold_36	scaffold_2	NODE_425_length_17855_cov_8.608111	NODE_213_length_45078_cov_10.697918	NODE_88664_length_179_cov_13.882353	NODE_131_length_58640_cov_4.918259	NODE_3816_length_794_cov_9.589958	scaffold_56	scaffold_843	scaffold_299	scaffold_19	NODE_64_length_30943_cov_34.207510	NODE_21_length_119036_cov_6.047041	scaffold_189		NODE_152_length_55879_cov_9.755833	NODE_111_length_59324_cov_4.232940	scaffold_2	scaffold_24	NODE_35_length_162929_cov_14.581571	NODE_64_length_125067_cov_12.828858	NODE_14_length_321701_cov_14.654051	NODE_28_length_344375_cov_37.628865	NODE_4_length_797427_cov_22.570721	NODE_47_length_157051_cov_22.599781	scaffold_86	scaffold_86	scaffold_124	scaffold_19	scaffold_518	scaffold_18	NODE_6_length_201702_cov_9.881364	NODE_296_length_9637_cov_26.028135	NODE_2_length_356606_cov_7.040375	NODE_311_length_18256_cov_108.782881	scaffold_12	NODE_2832_length_1658_cov_13.462366	scaffold_11	NODE_1518_length_5292_cov_3.590221	NODE_43_length_25567_cov_25.283142	scaffold_63	c_7180000079728	NODE_776_length_16632_cov_6.034612	NODE_2_length_398015_cov_9.249396	NODE_554_length_14899_cov_17.276886	scaffold_20	scaffold_764	NODE_17_length_64015_cov_5.002487	scaffold_12	scaffold_16	NODE_1050_length_12046_cov_30.161417	scaffold_235	NODE_45513_length_236_cov_4.622642	NODE_16_length_89267_cov_55.391008	NODE_93_length_121223_cov_5.865270	NODE_62149_length_155_cov_11.256410	NODE_3937_length_1487_cov_4.111348		Supercontig_18	NODE_271_length_26132_cov_38.639609	scaffold_5	NODE_59_length_21952_cov_39.349943
NCVOG0370				scaffold_233					NODE_12_length_74382_cov_200.306642	NODE_983_length_12058_cov_20.318421	scaffold_9							NODE_4953_length_1862_cov_6.208964													scaffold_10								scaffold_4						NODE_100_length_46005_cov_9.611849				scaffold_35			NODE_116_length_83508_cov_5.772003			c_7180000063171			NODE_326_length_18083_cov_17.226202	scaffold_35	scaffold_30	NODE_2927_length_2692_cov_4.715870			NODE_208_length_28353_cov_34.149950	scaffold_3	NODE_12478_length_805_cov_6.807692			NODE_220_length_34466_cov_7.860595			Supercontig_4			NODE_9587_length_1637_cov_20.798077
NCVOG0387																																													NODE_704_length_15555_cov_18.038442			NODE_3740_length_987_cov_120.919780																											
NCVOG0395									NODE_691_length_2956_cov_214.561306																										NODE_33_length_198618_cov_13.995140		NODE_7_length_620063_cov_22.468586	NODE_5_length_838540_cov_22.473805				scaffold_4			NODE_379_length_23164_cov_20.318274			NODE_129_length_28895_cov_83.398348																					NODE_185_length_15577_cov_23.065613						
NCVOG0397																																																																			NODE_5107_length_261_cov_45.385870								
NCVOG0399																																																												scaffold_28															
NCVOG0424				scaffold_267			NODE_9				scaffold_573					NODE_1353_length_3452_cov_7.685630																scaffold_7	NODE_32_length_180587_cov_15.075209								scaffold_4								scaffold_191		scaffold_285				d_7180000069043					scaffold_30			scaffold_6						NODE_1122_length_236_cov_17.327044			Supercontig_23		scaffold_18	
NCVOG0433																																																NODE_33_length_47967_cov_91.105053																											
NCVOG0435									NODE_10679_length_494_cov_240.105516	NODE_916_length_12744_cov_13.165232																					scaffold_20					NODE_86_length_9821_cov_78.986453					scaffold_274			scaffold_1	NODE_2479_length_3597_cov_17.319602					NODE_420_length_10010_cov_10.111950													scaffold_6				NODE_2022_length_4828_cov_64.608714	NODE_518_length_21443_cov_6.352101	NODE_9602_length_895_cov_11.254279			Supercontig_12		scaffold_4	
NCVOG0450	NODE_14_length_346647_cov_16.546608	NODE_90_length_35702_cov_14.029165	Supercontig_15		scaffold_6	scaffold_1289			NODE_2636_length_1339_cov_146.358162	NODE_269_length_26849_cov_15.886411		scaffold_129				NODE_6_length_251560_cov_8.944434		NODE_129584_length_155_cov_4.153846	NODE_9_length_200239_cov_5.036680	NODE_45_length_127035_cov_6.263780			scaffold_50	scaffold_3			scaffold_266		NODE_118_length_69360_cov_9.469365	NODE_1075_length_1799_cov_4.633566	scaffold_21	scaffold_12	NODE_13_length_561745_cov_15.444955	NODE_43_length_202560_cov_12.493686	NODE_7_length_397553_cov_14.021601	NODE_57_length_74922_cov_35.576618	NODE_22_length_302653_cov_22.528429	NODE_9_length_662911_cov_22.059612	scaffold_113				scaffold_2361				NODE_939_length_516_cov_6.993166	NODE_231_length_21561_cov_86.563902		NODE_13585_length_462_cov_39.781818	scaffold_248	NODE_586_length_21208_cov_3.438929					NODE_353_length_20977_cov_19.589617				NODE_1021_length_8880_cov_5.519255		scaffold_3		scaffold_30	NODE_28949_length_341_cov_2.928030	NODE_1755_length_6343_cov_52.685605	NODE_168_length_85179_cov_5.572266	NODE_271_length_25408_cov_8.180246	NODE_1291_length_11543_cov_4.583464		Supercontig_8	NODE_4737_length_181_cov_23.144231		NODE_12814_length_1015_cov_26.194030
