NCVOG_gene	ARG085	Burma_1F	CCIBt4013	CIRM-AVA-1-Amber	CIRM-AVA-1-Meiospore	CIRM-AVA-1-Orange	California_12	JEL0065	JEL0095	JEL0112	JEL0117	JEL0120	JEL0129	JEL0176	JEL0318	JEL0345	JEL0379	JEL0388	JEL0389	JEL0407	JEL0476	JEL0513	JEL0522	JEL0563	JEL0566	JEL0567	JEL0680	JEL0695	JEL0708	JEL0728	JEL0729	JEL0754	JEL0764	JEL0774	JEL0797	JEL0801	JEL0829	JEL0837	JEL0838	JEL0842	JEL0847	JEL0866	JEL0888	JEL0916	JEL0917	KLL_TL_06062013	PLAUS21	WJD170
NCVOG4629	NODE_1001_length_5571_cov_8.602475_3 NODE_1001_length_5571_cov_8.602475:1363..2688(+)	NODE_14_length_346647_cov_16.546608_76 NODE_14_length_346647_cov_16.546608:93591..94940(+)	NODE_235_length_14765_cov_42.128268_8 NODE_235_length_14765_cov_42.128268:8385..11000(-)	NODE_25526_length_584_cov_0.888469_1 NODE_25526_length_584_cov_0.888469:2..334(-)			NODE_1719_length_6818_cov_22.058152_3 NODE_1719_length_6818_cov_22.058152:724..1776(-)	NODE_1269_length_11801_cov_4.943791_5 NODE_1269_length_11801_cov_4.943791:2724..3905(+)	NODE_878_length_9681_cov_31.902436_6 NODE_878_length_9681_cov_31.902436:3211..4770(+)	NODE_865_length_3087_cov_3.404319_2 NODE_865_length_3087_cov_3.404319:925..3087(+)	NODE_6923_length_1497_cov_8.611972_1 NODE_6923_length_1497_cov_8.611972:97..1497(-)		NODE_538_length_8729_cov_10.328056_2 NODE_538_length_8729_cov_10.328056:1066..4065(-)	NODE_939_length_6646_cov_4.458061_5 NODE_939_length_6646_cov_4.458061:3117..4268(+)		NODE_8_length_244661_cov_6.336543_318 NODE_8_length_244661_cov_6.336543:212447..213901(-)	NODE_72_length_117621_cov_13.777760_144 NODE_72_length_117621_cov_13.777760:110983..112338(+)	NODE_286_length_29999_cov_22.587394_39 NODE_286_length_29999_cov_22.587394:19553..22894(+)		NODE_161_length_23148_cov_22.205930_34 NODE_161_length_23148_cov_22.205930:21116..22504(-)	NODE_231_length_21561_cov_86.563902_1 NODE_231_length_21561_cov_86.563902:435..2429(+)	NODE_2055_length_7088_cov_16.130509_1 NODE_2055_length_7088_cov_16.130509:943..2262(-)	NODE_742_length_856_cov_7.854942_1 NODE_742_length_856_cov_7.854942:2..856(+)					NODE_21_length_195994_cov_5.816478_56 NODE_21_length_195994_cov_5.816478:48394..50247(+)		NODE_3618_length_1403_cov_16.358220_1 NODE_3618_length_1403_cov_16.358220:200..1402(-)		NODE_324_length_35821_cov_6.221520_36 NODE_324_length_35821_cov_6.221520:27455..29578(-)	NODE_253_length_60461_cov_8.504074_14 NODE_253_length_60461_cov_8.504074:5250..7424(-)			NODE_166_length_4941_cov_5.951891_1 NODE_166_length_4941_cov_5.951891:2..1615(-)			NODE_66_length_26056_cov_21.814812_8 NODE_66_length_26056_cov_21.814812:8179..9429(+)	NODE_7_length_238172_cov_8.142767_102 NODE_7_length_238172_cov_8.142767:81537..83324(-)	NODE_174_length_14044_cov_23.217370_1 NODE_174_length_14044_cov_23.217370:540..2228(-)	NODE_188_length_14429_cov_24.785674_11 NODE_188_length_14429_cov_24.785674:8733..10421(+)	NODE_379_length_14727_cov_64.391468_1 NODE_379_length_14727_cov_64.391468:3..1664(+)	NODE_1096_length_11613_cov_31.804352_6 NODE_1096_length_11613_cov_31.804352:3452..4513(+)	NODE_115_length_11757_cov_5.662500_1 NODE_115_length_11757_cov_5.662500:1..777(+)	NODE_63_length_82348_cov_5.768848_86 NODE_63_length_82348_cov_5.768848:63540..65249(+)	NODE_878_length_2578_cov_122.463415_2 NODE_878_length_2578_cov_122.463415:699..2096(-)	NODE_2953_length_2926_cov_12.677080_3 NODE_2953_length_2926_cov_12.677080:1951..2613(-)
NCVOG4634		NODE_14_length_346647_cov_16.546608_128 NODE_14_length_346647_cov_16.546608:157835..160723(-)							NODE_632_length_13946_cov_38.079530_8 NODE_632_length_13946_cov_38.079530:10268..11248(-)								NODE_130_length_48178_cov_14.265525_43 NODE_130_length_48178_cov_14.265525:41685..42923(-)		NODE_42_length_184742_cov_36.111369_161 NODE_42_length_184742_cov_36.111369:113985..114845(-)					NODE_15_length_364944_cov_12.534884_213 NODE_15_length_364944_cov_12.534884:172621..173529(+)	NODE_64_length_129606_cov_22.099947_115 NODE_64_length_129606_cov_22.099947:88220..88813(-)	NODE_37_length_235821_cov_22.084998_138 NODE_37_length_235821_cov_22.084998:113098..113958(-)		NODE_90_length_95718_cov_5.575621_53 NODE_90_length_95718_cov_5.575621:51653..52504(+)	NODE_3_length_1048457_cov_16.008489_1047 NODE_3_length_1048457_cov_16.008489:1014481..1015434(-)										NODE_145_length_17858_cov_25.078623_20 NODE_145_length_17858_cov_25.078623:16149..16703(-)								NODE_8533_length_594_cov_181.201161_2 NODE_8533_length_594_cov_181.201161:167..592(+)	
NCVOG4646								NODE_529_length_22228_cov_3.815494_15 NODE_529_length_22228_cov_3.815494:12714..13934(-)							NODE_248_length_32424_cov_48.976257_9 NODE_248_length_32424_cov_48.976257:4586..5965(-)																																	
NCVOG4654									NODE_37_length_58691_cov_37.835039_48 NODE_37_length_58691_cov_37.835039:34876..35604(-)								NODE_114_length_65326_cov_13.829407_76 NODE_114_length_65326_cov_13.829407:48422..49879(-)									NODE_24_length_393797_cov_22.240173_505 NODE_24_length_393797_cov_22.240173:375498..377126(-)		NODE_221_length_55043_cov_5.961886_35 NODE_221_length_55043_cov_5.961886:23035..24423(-)							NODE_11470_length_428_cov_14.937322_1 NODE_11470_length_428_cov_14.937322:3..428(+)	NODE_256_length_4434_cov_9.284599_1 NODE_256_length_4434_cov_9.284599:1278..1790(+)												
NCVOG4673			NODE_211_length_15234_cov_38.622485_9 NODE_211_length_15234_cov_38.622485:5900..9991(-)							NODE_865_length_3087_cov_3.404319_2 NODE_865_length_3087_cov_3.404319:925..3087(+)			NODE_913_length_1888_cov_12.273330_2 NODE_913_length_1888_cov_12.273330:374..1888(+)									NODE_874_length_12165_cov_18.890884_2 NODE_874_length_12165_cov_18.890884:2264..4219(-)										NODE_1120_length_9151_cov_6.330064_3 NODE_1120_length_9151_cov_6.330064:730..2022(-)									NODE_13_length_57673_cov_25.983610_57 NODE_13_length_57673_cov_25.983610:41039..41632(-)	NODE_12_length_54948_cov_26.958393_24 NODE_12_length_54948_cov_26.958393:13317..13910(+)						
NCVOG4676	NODE_467_length_15784_cov_8.654358_9 NODE_467_length_15784_cov_8.654358:5724..7178(-)	NODE_220_length_16848_cov_21.658875_14 NODE_220_length_16848_cov_21.658875:10758..14132(-)	NODE_111_length_18718_cov_36.458184_9 NODE_111_length_18718_cov_36.458184:6507..10958(+)	NODE_11206_length_1261_cov_3.367021_1 NODE_11206_length_1261_cov_3.367021:1..777(-)	NODE_3210_length_2296_cov_46.369478_4 NODE_3210_length_2296_cov_46.369478:1494..2294(+)	NODE_35_length_19664_cov_8.293743_13 NODE_35_length_19664_cov_8.293743:8625..9230(-)	NODE_17_length_109247_cov_24.322305_1 NODE_17_length_109247_cov_24.322305:403..978(+)	NODE_47_length_57365_cov_4.174242_44 NODE_47_length_57365_cov_4.174242:28621..30213(-)	NODE_752_length_11817_cov_34.719506_6 NODE_752_length_11817_cov_34.719506:5282..7186(+)	NODE_865_length_3087_cov_3.404319_2 NODE_865_length_3087_cov_3.404319:925..3087(+)	NODE_130_length_9687_cov_5.586056_9 NODE_130_length_9687_cov_5.586056:6741..9485(+)	NODE_86_length_473_cov_17.810606_1 NODE_86_length_473_cov_17.810606:2..472(+)	NODE_538_length_8729_cov_10.328056_2 NODE_538_length_8729_cov_10.328056:1066..4065(-)	NODE_509_length_15209_cov_5.557824_17 NODE_509_length_15209_cov_5.557824:11902..13200(-)	NODE_238_length_33138_cov_54.321557_25 NODE_238_length_33138_cov_54.321557:17302..18363(+)	NODE_40_length_134134_cov_6.314046_95 NODE_40_length_134134_cov_6.314046:79962..81365(+)	NODE_96_length_83533_cov_13.624772_38 NODE_96_length_83533_cov_13.624772:31350..32747(+)	NODE_404_length_15484_cov_9.055689_11 NODE_404_length_15484_cov_9.055689:10421..13594(-)	NODE_15_length_589584_cov_37.775908_185 NODE_15_length_589584_cov_37.775908:193496..198178(-)	NODE_1436_length_3403_cov_46.229705_1 NODE_1436_length_3403_cov_46.229705:3..1736(-)	NODE_197_length_23628_cov_85.143433_16 NODE_197_length_23628_cov_85.143433:11852..14029(+)	NODE_874_length_12165_cov_18.890884_2 NODE_874_length_12165_cov_18.890884:2264..4219(-)	NODE_127_length_64304_cov_6.541027_25 NODE_127_length_64304_cov_6.541027:20221..22407(-)	NODE_2_length_699377_cov_12.543642_561 NODE_2_length_699377_cov_12.543642:471968..476992(-)	NODE_19_length_322648_cov_22.464124_152 NODE_19_length_322648_cov_22.464124:128884..133413(-)	NODE_12_length_577205_cov_22.723553_175 NODE_12_length_577205_cov_22.723553:187178..191872(+)	NODE_1687_length_1799_cov_29.090012_1 NODE_1687_length_1799_cov_29.090012:3..1340(-)	NODE_155_length_68474_cov_5.602863_54 NODE_155_length_68474_cov_5.602863:45184..46260(-)	NODE_38_length_136462_cov_14.617989_20 NODE_38_length_136462_cov_14.617989:24525..27395(-)	NODE_1870_length_2758_cov_19.634465_2 NODE_1870_length_2758_cov_19.634465:658..1662(-)	NODE_2210_length_4303_cov_15.717227_1 NODE_2210_length_4303_cov_15.717227:3..1808(+)	NODE_812_length_15831_cov_5.478989_7 NODE_812_length_15831_cov_5.478989:5187..7745(-)	NODE_275_length_56432_cov_5.531044_42 NODE_275_length_56432_cov_5.531044:30155..32554(+)	NODE_91_length_91502_cov_8.639420_23 NODE_91_length_91502_cov_8.639420:20948..22099(+)	NODE_196_length_26976_cov_5.194431_16 NODE_196_length_26976_cov_5.194431:7364..8920(-)	NODE_1189_length_2740_cov_10.820879_1 NODE_1189_length_2740_cov_10.820879:46..1188(-)	NODE_92_length_47567_cov_26.167319_6 NODE_92_length_47567_cov_26.167319:3697..5100(+)		NODE_1681_length_1476_cov_21.380986_1 NODE_1681_length_1476_cov_21.380986:3..932(+)	NODE_46_length_122696_cov_8.642144_102 NODE_46_length_122696_cov_8.642144:74902..76311(-)	NODE_113_length_16449_cov_23.529929_20 NODE_113_length_16449_cov_23.529929:15058..16125(+)	NODE_135_length_17020_cov_24.846898_21 NODE_135_length_17020_cov_24.846898:15048..16115(+)	NODE_733_length_9412_cov_29.332941_8 NODE_733_length_9412_cov_29.332941:7730..9331(-)	NODE_1883_length_7256_cov_34.057807_4 NODE_1883_length_7256_cov_34.057807:3186..4934(+)	NODE_1054_length_3535_cov_7.262290_1 NODE_1054_length_3535_cov_7.262290:26..2668(+)	NODE_652_length_8830_cov_15.689364_8 NODE_652_length_8830_cov_15.689364:5277..7097(+)	NODE_2731_length_1304_cov_187.802771_1 NODE_2731_length_1304_cov_187.802771:1..1302(+)	NODE_1210_length_9969_cov_16.015467_1 NODE_1210_length_9969_cov_16.015467:271..3459(-)
NCVOG4692																																												NODE_1214_length_10689_cov_35.280343_4 NODE_1214_length_10689_cov_35.280343:3397..3846(+)				
NCVOG4698																			NODE_25_length_411352_cov_36.692721_75 NODE_25_length_411352_cov_36.692721:53159..54820(+)									NODE_58_length_127029_cov_5.701588_127 NODE_58_length_127029_cov_5.701588:123065..125125(-)																		NODE_11_length_147798_cov_6.063850_106 NODE_11_length_147798_cov_6.063850:75125..77551(-)		
NCVOG4739																								NODE_5_length_517570_cov_12.510389_371 NODE_5_length_517570_cov_12.510389:332541..332966(+)	NODE_5_length_654427_cov_22.401142_368 NODE_5_length_654427_cov_22.401142:275462..276220(+)														NODE_1976_length_1241_cov_25.493986_2 NODE_1976_length_1241_cov_25.493986:322..825(-)									
NCVOG4759		NODE_16_length_317468_cov_20.937040_84 NODE_16_length_317468_cov_20.937040:82422..83579(-)					NODE_14879_length_349_cov_18.176471_1 NODE_14879_length_349_cov_18.176471:3..347(-)																		NODE_7_length_620063_cov_22.468586_273 NODE_7_length_620063_cov_22.468586:209321..210043(+)																				NODE_90682_length_155_cov_6.282051_1 NODE_90682_length_155_cov_6.282051:3..155(-)			NODE_625_length_16631_cov_14.603298_4 NODE_625_length_16631_cov_14.603298:1392..2747(-)
NCVOG4771				NODE_2688_length_4724_cov_2.825444_2 NODE_2688_length_4724_cov_2.825444:803..2287(+)																																												
NCVOG4777				NODE_2_length_109736_cov_5.511000_21 NODE_2_length_109736_cov_5.511000:23924..25150(+)																																												
NCVOG4779		NODE_14_length_346647_cov_16.546608_12 NODE_14_length_346647_cov_16.546608:13247..15406(-)					NODE_2492_length_4278_cov_13.856939_2 NODE_2492_length_4278_cov_13.856939:2051..4276(+)																																									
NCVOG4804	NODE_197_length_45336_cov_12.978214_1 NODE_197_length_45336_cov_12.978214:3..482(+)	NODE_279_length_5541_cov_18.504984_7 NODE_279_length_5541_cov_18.504984:4593..5021(-)	NODE_27822_length_317_cov_32.558333_1 NODE_27822_length_317_cov_32.558333:1..303(+)	NODE_16408_length_853_cov_13.710526_1 NODE_16408_length_853_cov_13.710526:274..702(-)	NODE_4778_length_1264_cov_55.431762_2 NODE_4778_length_1264_cov_55.431762:151..546(+)	NODE_1146_length_5275_cov_39.881801_6 NODE_1146_length_5275_cov_39.881801:4853..5203(+)	NODE_1806_length_6468_cov_16.101236_4 NODE_1806_length_6468_cov_16.101236:2907..3317(+)	NODE_2284_length_5550_cov_20.543943_4 NODE_2284_length_5550_cov_20.543943:3662..4060(-)	NODE_641_length_13810_cov_32.838054_8 NODE_641_length_13810_cov_32.838054:7034..7240(-)	NODE_155_length_48027_cov_5.680800_1 NODE_155_length_48027_cov_5.680800:3..518(+)	NODE_12520_length_896_cov_6.505495_1 NODE_12520_length_896_cov_6.505495:490..894(-)		NODE_311_length_27091_cov_9.761050_21 NODE_311_length_27091_cov_9.761050:16038..16553(+)	NODE_15_length_176716_cov_5.124915_204 NODE_15_length_176716_cov_5.124915:150060..150662(+)		NODE_3632_length_847_cov_10.051948_1 NODE_3632_length_847_cov_10.051948:218..661(+)	NODE_38_length_186903_cov_13.806548_170 NODE_38_length_186903_cov_13.806548:116732..117091(+)		NODE_1_length_1080013_cov_36.967135_346 NODE_1_length_1080013_cov_36.967135:266343..266510(-)		NODE_313_length_18062_cov_91.548902_19 NODE_313_length_18062_cov_91.548902:15799..16176(-)	NODE_2088_length_7002_cov_14.734874_7 NODE_2088_length_7002_cov_14.734874:6294..6695(+)	NODE_88_length_82091_cov_6.324956_107 NODE_88_length_82091_cov_6.324956:81650..82006(-)	NODE_28_length_267294_cov_12.676076_48 NODE_28_length_267294_cov_12.676076:32473..32721(-)	NODE_14_length_362242_cov_22.519887_176 NODE_14_length_362242_cov_22.519887:120134..120301(-)	NODE_31_length_299472_cov_22.532223_148 NODE_31_length_299472_cov_22.532223:118689..119075(-)	NODE_6481_length_323_cov_110.463415_1 NODE_6481_length_323_cov_110.463415:3..323(-)	NODE_2783_length_2305_cov_5.416966_3 NODE_2783_length_2305_cov_5.416966:1126..1527(-)	NODE_1_length_1869972_cov_16.027777_321 NODE_1_length_1869972_cov_16.027777:293858..294223(+)	NODE_1207_length_3651_cov_26.514829_3 NODE_1207_length_3651_cov_26.514829:2034..2417(+)	NODE_1269_length_9293_cov_18.517036_1 NODE_1269_length_9293_cov_18.517036:245..466(+)		NODE_52_length_173494_cov_5.400566_119 NODE_52_length_173494_cov_5.400566:94597..94791(-)	NODE_19268_length_225_cov_9.094595_1 NODE_19268_length_225_cov_9.094595:3..224(-)	NODE_129_length_33264_cov_10.238474_20 NODE_129_length_33264_cov_10.238474:11425..11967(-)	NODE_2210_length_2170_cov_11.450549_2 NODE_2210_length_2170_cov_11.450549:1037..1420(-)	NODE_25_length_124473_cov_25.912377_94 NODE_25_length_124473_cov_25.912377:76765..77148(-)		NODE_1120_length_2738_cov_23.976325_4 NODE_1120_length_2738_cov_23.976325:1652..2035(+)		NODE_386_length_8742_cov_29.132372_2 NODE_386_length_8742_cov_29.132372:554..937(+)	NODE_455_length_8424_cov_28.656403_8 NODE_455_length_8424_cov_28.656403:7806..8189(-)	NODE_2711_length_1803_cov_48.575898_2 NODE_2711_length_1803_cov_48.575898:508..945(+)	NODE_2142_length_6450_cov_32.835870_7 NODE_2142_length_6450_cov_32.835870:3738..4214(+)	NODE_17047_length_582_cov_5.184158_1 NODE_17047_length_582_cov_5.184158:27..425(-)	NODE_298_length_29703_cov_12.107608_9 NODE_298_length_29703_cov_12.107608:6630..7046(-)	NODE_22_length_58258_cov_208.431292_59 NODE_22_length_58258_cov_208.431292:56600..56983(-)	
NCVOG4812				NODE_1015_length_9103_cov_2.747569_8 NODE_1015_length_9103_cov_2.747569:6205..7086(+)		NODE_12689_length_213_cov_1.139241_1 NODE_12689_length_213_cov_1.139241:2..211(-)			NODE_205_length_29886_cov_34.775470_38 NODE_205_length_29886_cov_34.775470:25520..29794(+)							NODE_1734_length_1923_cov_5.790899_2 NODE_1734_length_1923_cov_5.790899:641..1441(-)	NODE_11_length_347891_cov_22.511981_416 NODE_11_length_347891_cov_22.511981:306746..308878(+)		NODE_9_length_724686_cov_36.964730_460 NODE_9_length_724686_cov_36.964730:393316..395400(-)					NODE_34_length_242161_cov_12.479652_62 NODE_34_length_242161_cov_12.479652:45516..47591(+)	NODE_30_length_245183_cov_22.620670_41 NODE_30_length_245183_cov_22.620670:31922..34048(+)	NODE_4_length_852168_cov_22.574717_580 NODE_4_length_852168_cov_22.574717:470535..472661(+)					NODE_38_length_70191_cov_9.096814_17 NODE_38_length_70191_cov_9.096814:15030..16151(-)										NODE_209_length_12670_cov_22.983801_10 NODE_209_length_12670_cov_22.983801:7866..9785(+)	NODE_85_length_20852_cov_25.621757_14 NODE_85_length_20852_cov_25.621757:9441..11081(+)		NODE_1392_length_9590_cov_11.387154_8 NODE_1392_length_9590_cov_11.387154:5867..6871(+)				NODE_2292_length_4524_cov_16.467056_5 NODE_2292_length_4524_cov_16.467056:3579..4418(-)
NCVOG4817				NODE_10_length_74671_cov_5.142382_31 NODE_10_length_74671_cov_5.142382:34385..35680(+)																																												
NCVOG4839				NODE_29_length_52126_cov_5.075685_16 NODE_29_length_52126_cov_5.075685:15667..16836(-)																											NODE_22_length_99735_cov_9.509011_17 NODE_22_length_99735_cov_9.509011:19297..20403(+)																	
NCVOG4840																															NODE_5_length_211366_cov_9.450468_40 NODE_5_length_211366_cov_9.450468:43911..45233(+)																	
NCVOG4844		NODE_14_length_346647_cov_16.546608_249 NODE_14_length_346647_cov_16.546608:313860..315275(-)	NODE_398_length_12342_cov_36.585487_1 NODE_398_length_12342_cov_36.585487:215..2761(-)							NODE_865_length_3087_cov_3.404319_2 NODE_865_length_3087_cov_3.404319:925..3087(+)			NODE_538_length_8729_cov_10.328056_2 NODE_538_length_8729_cov_10.328056:1066..4065(-)		NODE_238_length_33138_cov_54.321557_25 NODE_238_length_33138_cov_54.321557:17302..18363(+)			NODE_286_length_29999_cov_22.587394_39 NODE_286_length_29999_cov_22.587394:19553..22894(+)	NODE_51_length_110794_cov_36.733347_50 NODE_51_length_110794_cov_36.733347:48260..50068(-)			NODE_874_length_12165_cov_18.890884_2 NODE_874_length_12165_cov_18.890884:2264..4219(-)		NODE_79_length_97376_cov_12.444722_55 NODE_79_length_97376_cov_12.444722:49470..51389(+)	NODE_127_length_10791_cov_23.388557_11 NODE_127_length_10791_cov_23.388557:6595..8328(-)	NODE_9_length_662911_cov_22.059612_741 NODE_9_length_662911_cov_22.059612:622034..623767(+)						NODE_812_length_15831_cov_5.478989_7 NODE_812_length_15831_cov_5.478989:5187..7745(-)	NODE_253_length_60461_cov_8.504074_14 NODE_253_length_60461_cov_8.504074:5250..7424(-)							NODE_7_length_238172_cov_8.142767_102 NODE_7_length_238172_cov_8.142767:81537..83324(-)			NODE_1953_length_3381_cov_30.605630_1 NODE_1953_length_3381_cov_30.605630:3..1517(+)					NODE_262_length_27130_cov_13.696928_4 NODE_262_length_27130_cov_13.696928:3145..4173(-)
NCVOG4845			NODE_5549_length_3059_cov_28.960429_1 NODE_5549_length_3059_cov_28.960429:678..2498(+)	NODE_12319_length_1143_cov_1.596507_1 NODE_12319_length_1143_cov_1.596507:2..1090(-)				NODE_3397_length_2267_cov_9.520091_1 NODE_3397_length_2267_cov_9.520091:3..1028(-)	NODE_575_length_15111_cov_34.411999_6 NODE_575_length_15111_cov_34.411999:7802..9586(-)	NODE_432_length_16387_cov_4.402085_2 NODE_432_length_16387_cov_4.402085:1691..3196(-)	NODE_3996_length_2099_cov_6.853116_1 NODE_3996_length_2099_cov_6.853116:64..1539(-)		NODE_250_length_34582_cov_10.000927_43 NODE_250_length_34582_cov_10.000927:30749..32254(+)		NODE_365_length_26331_cov_99.578236_17 NODE_365_length_26331_cov_99.578236:10375..11595(-)		NODE_101_length_77996_cov_13.824523_59 NODE_101_length_77996_cov_13.824523:44508..46052(+)	NODE_226_length_44807_cov_9.312072_1 NODE_226_length_44807_cov_9.312072:1055..2248(+)	NODE_8_length_756785_cov_36.210990_30 NODE_8_length_756785_cov_36.210990:21456..22994(+)	NODE_3146_length_1894_cov_32.195927_1 NODE_3146_length_1894_cov_32.195927:357..1892(+)		NODE_2718_length_5536_cov_17.450998_6 NODE_2718_length_5536_cov_17.450998:3487..5346(-)		NODE_107_length_49061_cov_12.335109_53 NODE_107_length_49061_cov_12.335109:45824..47347(-)	NODE_41_length_207175_cov_22.298094_210 NODE_41_length_207175_cov_22.298094:187818..189356(+)	NODE_74_length_37131_cov_22.656420_29 NODE_74_length_37131_cov_22.656420:33048..34586(-)	NODE_13_length_43563_cov_25.495872_14 NODE_13_length_43563_cov_25.495872:11477..12475(+)	NODE_36_length_159923_cov_5.763410_46 NODE_36_length_159923_cov_5.763410:41847..43313(-)	NODE_11_length_587177_cov_15.544386_609 NODE_11_length_587177_cov_15.544386:575339..576379(+)	NODE_6833_length_521_cov_18.186937_1 NODE_6833_length_521_cov_18.186937:1..519(+)	NODE_37_length_71782_cov_9.381466_4 NODE_37_length_71782_cov_9.381466:1807..3156(-)	NODE_468_length_27535_cov_10.853595_19 NODE_468_length_27535_cov_10.853595:10546..12099(+)	NODE_20_length_241524_cov_5.753929_79 NODE_20_length_241524_cov_5.753929:57905..59797(-)	NODE_1411_length_3304_cov_8.541989_2 NODE_1411_length_3304_cov_8.541989:289..1941(-)	NODE_2418_length_3430_cov_5.370116_2 NODE_2418_length_3430_cov_5.370116:632..2296(+)	NODE_5128_length_1442_cov_10.731868_1 NODE_5128_length_1442_cov_10.731868:1..1440(+)	NODE_71_length_60738_cov_24.393828_9 NODE_71_length_60738_cov_24.393828:5932..6930(+)		NODE_296_length_11405_cov_21.361582_9 NODE_296_length_11405_cov_21.361582:7103..8665(-)		NODE_327_length_9704_cov_24.443752_7 NODE_327_length_9704_cov_24.443752:3500..4963(+)	NODE_322_length_10781_cov_25.180026_8 NODE_322_length_10781_cov_25.180026:3799..5262(+)		NODE_430_length_20117_cov_33.566567_15 NODE_430_length_20117_cov_33.566567:12657..13472(+)	NODE_642_length_4525_cov_8.642086_6 NODE_642_length_4525_cov_8.642086:3708..4523(+)	NODE_2493_length_1396_cov_12.613343_1 NODE_2493_length_1396_cov_12.613343:1..1395(-)	NODE_1678_length_1758_cov_157.397383_1 NODE_1678_length_1758_cov_157.397383:212..1675(-)	NODE_730_length_15159_cov_15.893449_10 NODE_730_length_15159_cov_15.893449:7215..8276(+)
NCVOG4851			NODE_102_length_18984_cov_41.878087_1 NODE_102_length_18984_cov_41.878087:193..3375(-)																														NODE_44_length_190701_cov_5.747325_221 NODE_44_length_190701_cov_5.747325:161118..162635(-)															
NCVOG4863																		NODE_379_length_18651_cov_19.816464_10 NODE_379_length_18651_cov_19.816464:8606..10429(-)																														
NCVOG4870				NODE_3344_length_3949_cov_1.803544_6 NODE_3344_length_3949_cov_1.803544:3350..3949(+)					NODE_133_length_35778_cov_35.582841_5 NODE_133_length_35778_cov_35.582841:3064..3864(+)																						NODE_8_length_186014_cov_9.495679_3 NODE_8_length_186014_cov_9.495679:1361..2002(-)													NODE_11549_length_338_cov_2.268199_1 NODE_11549_length_338_cov_2.268199:1..336(-)				
NCVOG4871	NODE_53_length_121316_cov_13.183613_62 NODE_53_length_121316_cov_13.183613:50119..51462(-)		NODE_2955_length_4841_cov_44.082074_1 NODE_2955_length_4841_cov_44.082074:2..2701(+)					NODE_685_length_18975_cov_4.257752_21 NODE_685_length_18975_cov_4.257752:13049..15244(+)	NODE_878_length_9681_cov_31.902436_6 NODE_878_length_9681_cov_31.902436:3211..4770(+)		NODE_6923_length_1497_cov_8.611972_1 NODE_6923_length_1497_cov_8.611972:97..1497(-)			NODE_66_length_88257_cov_4.890270_59 NODE_66_length_88257_cov_4.890270:48843..50186(-)		NODE_40_length_134134_cov_6.314046_54 NODE_40_length_134134_cov_6.314046:45837..47180(-)	NODE_72_length_117621_cov_13.777760_144 NODE_72_length_117621_cov_13.777760:110983..112338(+)	NODE_286_length_29999_cov_22.587394_39 NODE_286_length_29999_cov_22.587394:19553..22894(+)	NODE_8_length_756785_cov_36.210990_23 NODE_8_length_756785_cov_36.210990:14824..15510(-)		NODE_231_length_21561_cov_86.563902_1 NODE_231_length_21561_cov_86.563902:435..2429(+)	NODE_1821_length_7888_cov_16.195366_5 NODE_1821_length_7888_cov_16.195366:2740..4227(+)	NODE_742_length_856_cov_7.854942_1 NODE_742_length_856_cov_7.854942:2..856(+)			NODE_46_length_162072_cov_21.827359_25 NODE_46_length_162072_cov_21.827359:25643..26560(+)		NODE_553_length_22656_cov_5.502309_13 NODE_553_length_22656_cov_5.502309:20532..22655(+)		NODE_1912_length_2720_cov_25.024215_1 NODE_1912_length_2720_cov_25.024215:190..1734(-)		NODE_523_length_25608_cov_5.851788_20 NODE_523_length_25608_cov_5.851788:16239..19313(+)	NODE_258_length_60168_cov_5.816245_20 NODE_258_length_60168_cov_5.816245:10206..11159(-)		NODE_8_length_76172_cov_5.146501_44 NODE_8_length_76172_cov_5.146501:26361..27932(-)	NODE_467_length_3727_cov_9.035068_1 NODE_467_length_3727_cov_9.035068:3..2738(-)			NODE_292_length_11437_cov_22.810475_11 NODE_292_length_11437_cov_22.810475:9507..11015(+)	NODE_176_length_44913_cov_8.346536_64 NODE_176_length_44913_cov_8.346536:41409..43523(+)	NODE_1113_length_3461_cov_24.104314_3 NODE_1113_length_3461_cov_24.104314:1635..3440(+)	NODE_1074_length_3780_cov_27.000540_2 NODE_1074_length_3780_cov_27.000540:164..1969(-)	NODE_14_length_48025_cov_31.739885_6 NODE_14_length_48025_cov_31.739885:2019..3695(-)		NODE_4172_length_1794_cov_8.211415_1 NODE_4172_length_1794_cov_8.211415:612..1793(-)		NODE_147_length_7217_cov_173.948319_6 NODE_147_length_7217_cov_173.948319:5474..6982(+)	NODE_485_length_19378_cov_14.709756_4 NODE_485_length_19378_cov_14.709756:2265..3737(-)
