VOG	Allomyces_arbuscula_Burma_1F	Allomyces_javanicus_California_12	Allomyces_macrogynus_ATCC_38327	Anaeromyces_robustus_v1.0	Batrachochytrium_dendrobatidis_JAM81_v1.0	Blastocladiella_britannica_v1.0	Blyttiomyces_helicus_single-cell_v1.0	Blyttiomyces_sp	Boothiomyces_macroporosum_PLAUS21	Borealophlyctis_nickersoniae_WJD170	Caecomyces_churrovis_A_v1.0	Catenaria_anguillulae_PL171_v2.0	Caulochytrium_protostelioides_ATCC_52028_single-cell_v1.0	Caulochytrium_protostelioides_ATCC_52028_v1.0	Chytridium_lagenaria_Arg66_v1.0	Chytriomyces_hyalinus_ARG085	Chytriomyces_hyalinus_ARG121	Chytriomyces_hyalinus_JEL0117	Chytriomyces_hyalinus_JEL0176	Chytriomyces_hyalinus_JEL0345	Chytriomyces_hyalinus_JEL632_v1.0	Chytriomyces_sp._MP_71_v1.0	Cladochytrium_polystomum_WB228_v1.0	Cladochytrium_replicatum_JEL714_v1.0	Cladochytrium_tenue_C_tenue	Dinochytrium_kinnereticum_KLL_TL_06062013	Entophlyctis_helioformis_JEL805_v1.0	Entophlyctis_luteolus_JEL0120	Entophlyctis_luteolus_JEL0129	Entophlyctis_sp	Fimicolochytrium_jonesii_JEL569_v1.0	Gaertneriomyces_semiglobifer_Barr_43_v1.0	Gaertneriomyces_sp	Geranomyces_michiganensis_JEL0563	Geranomyces_variabilis_JEL0379	Geranomyces_variabilis_JEL0389	Geranomyces_variabilis_JEL0566	Geranomyces_variabilis_JEL0567	Geranomyces_variabilis_JEL559_v1.0	Globomyces_pollinis-pini_Arg68_v1.0	Gonapodya_prolifera_v1.0	Gorgonomyces_haynaldii_MP57_v1.0	Homolaphlyctis_polyrhiza_JEL142_v1.0	Hyaloraphidium_curvatum_SAG235-1_v1.0	Irineochytrium_annulatum_JEL0729	Kappamyces_sp	Lobulomyces_angularis_JEL0522	Lobulomyces_sp	Neocallimastix_californiae_G1_v1.0	Nowakowskiella_sp	Obelidium_mucronatum_JEL802_v1.0	Paranamyces_uniporus_JEL0695	Paraphysoderma_sedebokerense_JEL0847	Paraphysoderma_sedebokerense_JEL821_v1.0	Pecoramyces_ruminatium_C1A	Phlyctochytrium_bullatum_JEL0754	Phlyctochytrium_planicorne_JEL0388	Physocladia_obscura_JEL0513	Piromyces_finnis_v3.0	Piromyces_sp._E2_v1.0	Podochytrium_sp	Polychytrium_aggregatum_JEL109_v1.0	Powellomyces_hirtus_BR81_v1.0	Quaeritorhiza_haematococci_JEL0916	Rhizoclosmatium_globosum_JEL800_v1.0	Rhizoclosmatium_hyalinus_JEL0917	Rhizophlyctis_rosea_JEL0318	Rhizophlyctis_rosea_JEL0764	Rhizophydium_sp	Siphonaria_sp	SmithFen_BAUOG	Spizellomyces_punctatus_DAOM_BR117	Thoreauomyces_humboldtii_JEL0095	Triparticalcar_arcticum_BR59_v1.0	Unknown_unknown_JEL0888
NCVOG0066				5.4e-17	4.5e-35		1.7e-23		5.4e-41	3.2e-14	2.6e-19				2.4e-21	3.6e-18	2e-18	2.3e-25	3.8e-31	1.6e-30	3.2e-19	3.5e-38			3.9e-19		2.3e-28				7e-23	3.6e-13	1.6e-12	5.5e-25	7.3e-24	2.2e-27	1.4e-26	6.4e-27	1.9e-28	1.6e-39	2.5e-61	1.4e-32	2.8e-36		2.5e-27	7.3e-60			8e-18	1.3e-45	1.2e-33	5.2e-64	4.2e-53		4.9e-30	7.3e-17	8.6e-26	3.5e-31	6.5e-12	4.9e-39	2.3e-24	9.2e-34	7.9e-52		2.1e-29	8.3e-12	4.2e-22	3.9e-15	1.7e-74	2.1e-42		1.6e-33	2.7e-27	1.6e-25	
NCVOG0067																																								5.6e-14					7.8e-29																						2.1e-11		7.9e-23						
NCVOG0068																																																													8.9e-15														
NCVOG0070																															1.2e-15																												5.2e-15																
NCVOG0072																															1.5e-11																																					7.4e-25							
NCVOG0073	2.7e-110	1e-96	4.7e-111	8.8e-99	4e-98	1.6e-90	6.8e-53		2.7e-50	2.4e-97	5.7e-122	8.9e-97	1e-94	1.7e-95	6.4e-59	3.7e-99	3.3e-100	1.3e-63	4.6e-100	2.3e-100	3.8e-102	1e-103	6.5e-95	2.9e-87	1.1e-99	1.4e-77	7e-97		6.3e-204	5.5e-187	1.2e-103	4.7e-101	1.4e-99	5.8e-96	6e-96	3.4e-97	5.1e-96	1.6e-96	4.8e-98	1.7e-85	2e-22	6.3e-100	7.7e-70	1.5e-59	8.4e-64	4.4e-98	7e-88	9e-159	5.2e-119	2.6e-88	2.6e-101	1.2e-99	5.6e-55	5.3e-23	7e-63	1.7e-87	1.2e-86	1.1e-131	2.1e-98	3.5e-99	3.3e-70	9.2e-94	1.9e-99	3.1e-132	2e-101	7.6e-112	4.9e-92	1.2e-91	9.4e-146	2.3e-134		3.8e-101	5.1e-96	8.9e-115	4.2e-119
NCVOG0074	2.6e-207	0.0	1.4e-207	3.9e-216	9.7e-203	2.2e-173	2.6e-90		8.5e-90	0.0	7.7e-213	8.2e-205	2.9e-158	1.6e-203	5.9e-111	3.7e-181	4.1e-182	1.9e-106	5.6e-182	4.8e-182	2.5e-183	1.4e-183	1.7e-205	1.3e-104	0.0	7e-132	1.4e-197		1.5e-195	1.4e-195	2.5e-160	1.1e-160	9.9e-207	4.5e-201	2.9e-179	1.2e-201	1.2e-200	2.2e-200	6.3e-202	2e-136	3.9e-34	0.0	1.6e-130	2.6e-71	5.9e-118	2.5e-200	1.4e-131	4.4e-132	6e-215	8e-184	6.8e-184	6.6e-205	3e-134	1.4e-64	8.2e-83	5.2e-129	8.2e-161	1e-201	1.6e-214	3.4e-216	6.6e-160	6.6e-181	1.4e-195	1.3e-182	5.1e-185	8e-212	1.4e-155	3.6e-156	3.3e-206	0.0		2.4e-206	6.8e-172	1.1e-205	1.7e-197
NCVOG0076	4.1e-41	3.5e-21					8.2e-38					2.1e-22								5e-44																					9.3e-33				1.6e-14					8.3e-14														2.1e-22				4.4e-56		4.1e-27					
NCVOG0077	1.4e-13	2.2e-16	2.4e-14	1.7e-15	7.3e-16	3e-15	4.6e-29			1.6e-69	2.3e-16		5.9e-16	8.5e-15	8.9e-14			5.7e-18		2.3e-22		2.8e-23		8.4e-40	2.1e-15	3e-21	2.1e-13				3e-47	8.1e-22	1.4e-21	5.3e-25	7.5e-28	6e-46	6.1e-46	1.4e-27	2.5e-29			2e-26	8.1e-16	4.3e-34	2.5e-47				2.8e-15		3.3e-14				6.5e-15	6.7e-19	8.3e-11	7.8e-16	9.2e-15	3.3e-15	5.8e-27		4.3e-38	6.4e-14	4.8e-13	2.8e-19	3.3e-34	3.5e-41	1.3e-14	3.7e-18		1.1e-19	6e-19	6.2e-33	
NCVOG0078	1.2e-17	1.9e-15	9.2e-19	7.4e-17	3.7e-18	1.3e-16	7.6e-11		1e-21	8e-16			6.5e-19	3.1e-19	1.1e-11	1.3e-16	2e-22	2.4e-18	2e-20	2.5e-22	9e-18	6.4e-18		3.2e-11	1.8e-21		5.4e-18		1e-14	1e-15	9e-12	4.6e-16	4e-15							2.5e-17		2.3e-19			3.3e-11	8.2e-21	3.3e-22	5.2e-11		1e-15	1.6e-17	9.9e-20	1.3e-16	2.6e-17		1.4e-13			2.9e-17	2e-16	4.3e-14	2.9e-19	3e-11	8.6e-13	6.1e-19	9.7e-19	1.1e-20	4.6e-19	2.1e-23	1.1e-13		2e-12		3.5e-16	
NCVOG0080																		6e-13																										2e-18		4.3e-29					3.1e-22														1e-24	7.7e-15			1.6e-28	2.6e-35					
NCVOG0102																																																																					2e-11						
NCVOG0105	5.7e-17	9.8e-17	1.6e-17	2.9e-23	6e-12	2.1e-16	5.9e-49		4.1e-13		9.1e-28	9.5e-21	2.8e-17	8.2e-22				1.7e-31		1.5e-47		3e-11			3.6e-15		4.5e-13		2.1e-11	1.5e-11	5.5e-21	7.4e-26	6.2e-16							4.6e-12	4e-15	5.6e-25	6.8e-15	7.8e-24	4.4e-20	6.6e-22			2e-24	4.9e-13	2.3e-19	1.1e-18	2.1e-18		6.1e-13			3.9e-20	2.2e-30	4.7e-27	1.8e-18				3.1e-21				3.3e-26	6.3e-20			1.2e-18		
NCVOG0106																																																					6.6e-11						2.6e-13										9.4e-12						
NCVOG0108																																																6.9e-18																											
NCVOG0112																															4.4e-11																																												
NCVOG0113				8.1e-14																																																							2.8e-13																
NCVOG0117			8.8e-13	2.1e-14										8.3e-11																		1.1e-11	3.5e-11															5.4e-19	1e-13										2.7e-12	2.9e-12			3.9e-11												
NCVOG0121										7e-11																																						8.4e-16																											
NCVOG0134																																																8.8e-11																											
NCVOG0157											3e-13								4.1e-12																					4.3e-12												2.2e-11								4e-15									5.6e-12						
NCVOG0158	6.5e-14	2e-13					8.5e-14																																		7e-12									1.7e-15												1.7e-13		2e-19											
NCVOG0160																																													7.2e-12			4.6e-18																									2.4e-12		
NCVOG0162																																																																			1.6e-12								
NCVOG0163										1e-10																																																																	
NCVOG0166																																																				1.7e-15																							
NCVOG0169				2.7e-15																																													2e-15				1.5e-13						2.9e-17	1.6e-12									5.2e-20			2.7e-14			
NCVOG0170																																																											9e-11																
NCVOG0174				7.4e-14						3.6e-14																						1.5e-17	2.9e-14																1.9e-16										2.2e-18	1.3e-14				4.3e-20											
NCVOG0177																																																												9.2e-11															
NCVOG0178				4e-15						9.4e-12																						5.4e-12																	1.1e-17										3.5e-12	1.1e-12															
NCVOG0181																																		2e-24	5.2e-19	1.5e-27	4.4e-27	4.6e-28	4.1e-30																	4.2e-15												1.2e-20					2.7e-11	6.1e-29	
NCVOG0185	1.8e-11		1.4e-14	1.4e-14	1.2e-14	7.9e-17						1.2e-18		5.2e-20	2.2e-24						2e-18	2.7e-14	3.3e-13	2.3e-15			5.8e-19				1.3e-12	1e-16	2.5e-14	6e-18	9.7e-14	5.7e-15			1.1e-16	2.6e-11	3.3e-15	4e-12	2e-13						4.1e-23		3.9e-15			2.4e-16					4.2e-18	1.3e-18		3.7e-20	2.7e-16		1.1e-18				1.9e-13		8.7e-12	7.2e-13	8.6e-11	8.1e-18	
NCVOG0188														3.2e-11																		4.8e-11																2.4e-11														6.4e-11												5.7e-12	
NCVOG0189														1.1e-11						9.1e-12																																																							
NCVOG0190	4e-13		4.3e-15	2.3e-13	2.5e-14	3.2e-19		6.3e-13	2.1e-12			4.8e-21		1e-18	5.6e-21						3e-23	2.5e-15	1.4e-18	4.4e-14			1e-15				1.3e-12	3.1e-16	1.4e-13	7.1e-18		9.3e-17			7.7e-18	3.9e-11	6.5e-18	8.2e-12	8.6e-15				3.3e-11		3.2e-14		1.9e-17		2.1e-11	1.7e-14					3.4e-14	4.8e-15		5.8e-18	7.3e-22		3.4e-14				1.2e-16		8.9e-13	2.5e-14		1.4e-22	
NCVOG0191			1.5e-11	8.4e-16	1.5e-18	3.9e-11					5.1e-17				5.6e-13		4.8e-13						9.4e-17				1.5e-12							9.1e-14			9.7e-11	1.7e-11	1.4e-12						2.9e-12				1.8e-18						2.1e-16		2.1e-11			1.4e-20			3.3e-16						1.7e-12			2.4e-16		7.6e-12	
NCVOG0193																																																							6e-11				9.3e-11																
NCVOG0196			9.3e-12			6e-13								1.3e-11	9.9e-17						1e-12						1.8e-11				4.1e-11	2.8e-12		1.6e-12		3.6e-11			1.8e-11	4.7e-11	4.2e-11								3.2e-11													9.3e-14							9e-12			2.2e-11		3.3e-12	
NCVOG0199																																														6.5e-13									8.8e-11																				
NCVOG0200														8.6e-11																																																													
NCVOG0203																																													9.6e-11																												1.5e-11		
NCVOG0213									2e-13															3.4e-11																4.2e-11		8e-11						7.9e-12												8.2e-11									5.2e-14					5e-11	
NCVOG0214	5.4e-24		1.6e-24	4e-17	8.3e-17	3.4e-24	8.7e-23		2.8e-16	7.3e-22	2.4e-22	4e-22		2e-20	1.8e-24	3.3e-15	2e-19			7.9e-15	2.6e-30	1.7e-14	6.9e-18	5.4e-20	2e-11	9.7e-18	1e-28		4.4e-15	1.5e-19	6e-18	3.3e-14	3.5e-15	1.7e-21	4.5e-16	9.4e-19	6.3e-18	4.9e-19	7e-21		2.5e-13	9.7e-14	4.2e-24		2e-14	9.3e-14	5.2e-14	3.2e-14	1.3e-25	8.2e-16	2.7e-17	3.8e-13	1.4e-13	4.3e-19	1.2e-25	1.4e-24	3.7e-19	3.4e-17	8e-22	4.2e-22		2.2e-29	3.3e-19	4.6e-13	9.2e-14		4.8e-22	6.5e-20	5.3e-20	1e-11	1.2e-13	2.5e-17	4.3e-20	1.6e-18	
NCVOG0215				3.3e-13							2.7e-13	5e-11							1.1e-11				7e-14																										2e-11						1.4e-11					9.3e-14		6.7e-14										4.4e-12		2.6e-11	
NCVOG0218	5.5e-61		8.8e-60	8.2e-89	3.7e-84	1.4e-12	1e-11	1.2e-30	8.1e-28	3.8e-14	2.1e-18	8.8e-88		4e-69	5.5e-94	2.9e-42	1.8e-34	2.2e-16	8.1e-24	4.3e-25	0.0	1.5e-87	4.3e-132	1.9e-70	1.3e-13	3.9e-22	3.6e-80	6.9e-43	2e-19	2.9e-21	2.9e-28	2.3e-52	2e-46	3.7e-38	1.6e-31	5.2e-70	9.2e-31	3.8e-47	2.1e-108	2.9e-46	1.9e-90	1.7e-26	1.6e-42		1.2e-19	1.7e-23	2.9e-24		1.2e-100	2e-26	1.7e-87	3.1e-34	3.4e-39	4e-91	3.3e-18	1e-33	1.5e-33	7.9e-15	1.5e-119	2.7e-88	1.2e-16	2.3e-133	0.0	1.7e-17	1e-80	4.1e-12	1.1e-13	1.5e-28	7.5e-48	6.3e-31	2.4e-35	2.1e-29	1.1e-18	1.3e-135	2.6e-11
NCVOG0219	3.4e-13	2e-13	3.5e-14	6.5e-18		7.2e-24			1.1e-61	1.2e-23		2.6e-20				2.3e-28	2.1e-28	1e-24	3.1e-28	1.1e-26	1.3e-29	4.4e-25	9.1e-13			8.4e-36			9.3e-18	2.5e-18	2.2e-13	2.6e-18	3.4e-19							2e-22	7e-12			1e-18					1.4e-24		4.4e-16	2.5e-29	2.3e-41	3.8e-22				1.3e-17	1.7e-18	6.7e-15	4.1e-19			6.1e-12	1.9e-21	1.1e-24	5.2e-15	5.5e-11	2.3e-47	6.8e-23		5.3e-35		1.2e-42	3.4e-36
NCVOG0222	1.1e-15	8.2e-16	1.6e-18	1.3e-24	6.5e-22	1.7e-13	9.3e-28		1.9e-30	3.8e-11	3.3e-46	8.2e-23	3.1e-15	3.5e-21	4.9e-23	7e-32	3.6e-29	4.6e-21	1.5e-31	5.2e-34	8.9e-38	9.5e-37	8.9e-21	7.1e-24	6.4e-16	2.4e-13	5e-17		3.2e-29	1.2e-29	3e-13	5.1e-12		1.6e-18	2e-16	4.2e-24	1e-19	4.7e-21	9.8e-23	9.6e-29		7e-23	4.7e-13	3.6e-17	1.2e-15		1.4e-11	2.1e-18	2.1e-22	7.8e-18	6e-36	1.7e-31	4.2e-13		2.5e-12	1.2e-19	5.9e-21	1.1e-28	5e-22	6.4e-29	2.4e-29	1.6e-27	1.4e-26		7.8e-36	1.8e-33	2.2e-11		6.2e-42	1.9e-37			8.3e-21	1.1e-17	1.1e-23
NCVOG0225									1.6e-19							2.5e-14		3.8e-12	1.1e-15								1.8e-11			8.4e-11		2.6e-14								2e-13					3.7e-14								4.4e-11	7.7e-11							1.6e-14			3.2e-11		2.6e-12			4.3e-19	5.5e-11					
NCVOG0226	2.4e-11		5.1e-13	2.9e-16	1.2e-13	2.1e-16					4e-18	7.1e-16		9.7e-16	2.7e-20		4e-13			4.6e-12	8.3e-19		1e-13	1.3e-15			4e-14				1.2e-11	1.6e-14	1.5e-11	3.4e-13	1.9e-12	4.2e-15	2.3e-15	2.5e-13	7.3e-15	4e-11	3.6e-13	2.6e-12							4.3e-19						2.4e-14				4.5e-14	4.1e-19		5.7e-16	1e-14						7.3e-11			1.3e-11		5.5e-21	
NCVOG0227																																																				4.6e-11																							
NCVOG0228	1.1e-24	1.1e-24	1.2e-25	9.4e-16		3e-19	9e-45		6.1e-27	7.1e-30		2.7e-19	6.2e-18	3.1e-38		2.5e-41	6.4e-41	4.4e-30	4e-39	3.7e-54	1.8e-42	1.1e-44	2.2e-18	7.5e-11	7.2e-23	1.2e-14	1.1e-21		5.6e-43	1.2e-44	9e-16	5.5e-44	3.8e-44	1.2e-14	4.8e-15	4.7e-16	4.1e-15	4.6e-17	4.7e-17	9.8e-18	9.2e-19	5e-59	8.5e-26	5e-14	2.5e-61	2.1e-43		5.8e-16	3.9e-32	1.6e-18		5.4e-41	2.3e-39	3.6e-33	7.9e-17	1.5e-29	1.3e-13	1.5e-17			3.9e-15	1.4e-19	3.9e-18	6.7e-56	1.3e-31	2.2e-44	5.2e-17		3.4e-54	4.8e-17		1.2e-20	3.3e-13	1.9e-38	5.2e-29
NCVOG0230																																																	1.1e-11																										
NCVOG0231									2.4e-25																															2.9e-11		5e-12	4.9e-11			4.2e-15		6.7e-11				1.7e-12	2.4e-16										4.7e-11						8.3e-28		4e-11				
NCVOG0232																															1.4e-15																																				4.4e-12	7e-22							
NCVOG0233	4.6e-59	5.1e-59	9.7e-60	3.2e-55	1.7e-57	3.8e-57	1.2e-56		2.3e-41	1.5e-70	3.5e-53	7e-53	3e-56	4.6e-56	2.7e-60	3.4e-57	6.6e-57	1.7e-65	3.5e-57	3.3e-57	5.2e-58	3.5e-60	5.4e-58	1.5e-44	1.4e-44	6.3e-83	1.4e-53		5.1e-79	6.4e-79	1.3e-62	3.8e-60	5.3e-61	9.4e-59	5.9e-60	1.8e-58	6.3e-58	3.1e-59	1.5e-59	1.3e-41	4.8e-63	2.3e-39	1.2e-39	3.1e-38	1.2e-57	2.7e-37	8.4e-43	4.7e-42	1.5e-54	2.3e-77	7.5e-60	3.6e-57	1.2e-57	2e-60	1.8e-53	1.2e-64	4.8e-62	2.7e-71	9.3e-55	2.1e-54	1.4e-66	7.3e-61	6.8e-60	4e-63	1.2e-60	1.5e-65	3.9e-59	4.3e-58	2e-69	9.2e-66		1.2e-57	1.1e-58	7.6e-61	3e-66
NCVOG0234				3.1e-15							9.1e-11																																						4.2e-17										1.1e-11	7.5e-11															
NCVOG0235												1.4e-35														3.9e-35			4.9e-36	2.3e-37				6.5e-11					3.8e-12	2e-29		1.8e-14		1.9e-13												7.5e-19	5e-24												1.9e-29			4.9e-13			
NCVOG0236		1.1e-15					1.9e-15													6.2e-13																					1.6e-15									2.7e-21												1.1e-13		1.6e-18											
NCVOG0240																																												2.9e-42																	9.7e-22														
NCVOG0241													1.2e-13	5.6e-24						2.5e-19							7.8e-12																	1e-12						2.2e-13		4.4e-20										1.6e-18		2.4e-21	1.5e-11				1.3e-13			4.6e-11			
NCVOG0242				5.4e-14	2.1e-11	4e-11			1.3e-23		2.8e-12	2.9e-15		8.4e-11		3.1e-22		7.2e-12	9.8e-14								1.4e-11		6.4e-18	6.4e-16	4.6e-11									2e-11	1.2e-11	2.5e-20							7.1e-12	3.2e-15		1.3e-20	1.1e-17					3.4e-13	1.3e-14	2.5e-14	8.9e-11				6.1e-11	7.7e-12			4.4e-31	2.1e-11					
NCVOG0243					5.5e-13				1.4e-23	8.6e-20						3.3e-23	4.7e-18	2.5e-22	5.1e-23	4.8e-22	5.9e-24	2.9e-26	3.1e-14	1.5e-14					7.4e-26	4e-26	7.3e-13		1.7e-11						1.6e-12	1.8e-21		2.8e-15			2.3e-27					3.6e-58	1.7e-16	1.9e-26	3.8e-14			1.9e-15	1.1e-27	3.1e-20				1.3e-29		2.6e-27	2.8e-17	1.4e-22	3.6e-18	3.1e-25	1.1e-39	1.3e-22		1.1e-20	5.5e-11		4.6e-14
NCVOG0244				5.3e-24	4e-13				1.9e-11	3e-30								5.5e-18					5.6e-16		2.8e-13					7.6e-19												1.6e-12			8.3e-23			2.3e-24	1.8e-27		6.4e-12			2e-18			2.8e-18	1.8e-36	5.6e-22	3e-22				5.6e-25	3.7e-13	8.6e-13	9.3e-53		2.8e-13						2.6e-17
NCVOG0245	1.8e-20	1.2e-31					4.2e-22													2.2e-24															4.9e-29						2.6e-15			8.1e-11																								1.1e-49							
NCVOG0246	8.8e-12	1.8e-18					8.9e-14												3e-28	2.5e-17											3.6e-12																															5.1e-11		1.1e-16											
NCVOG0248		8.6e-31		3.5e-26		9e-15	1.6e-29	6.7e-11	8.7e-14	3.3e-21	2.2e-28	2e-11	7.8e-11	7.5e-29	8e-14	5.1e-11		1.5e-21		1.4e-11	2.1e-11		6.5e-24		5.1e-12	2.3e-20			6.3e-21	3.2e-17	2.5e-32	1.8e-19	3.1e-14	4.2e-11	1e-17	1.2e-18	1.7e-18	4.2e-18	6.4e-20	1.4e-17		2.9e-24			3.8e-11	6.1e-20			5.5e-30		1.1e-30	8.9e-15	2.1e-15		3e-29	1.4e-15	8.5e-18	2.3e-25			2.5e-33	5.1e-18	1.2e-32	2.1e-26	1.9e-28	4e-19		2.5e-14	4.1e-20	1.1e-20		1.4e-15		6.5e-20	3e-15
NCVOG0249	4.1e-43	2.7e-21					1.2e-22										4.7e-12		6.3e-11	1.1e-20																					7.5e-21																					3.2e-42		3.3e-12			1.3e-11								
NCVOG0261																																																5.2e-13																											
NCVOG0262	8.8e-28	2.1e-11					5.5e-16							9.3e-11						1.7e-26			8.9e-23													5.5e-13	2.9e-14	2.9e-11			3.2e-25									7.9e-26											3.2e-19	1.2e-34		3.1e-19						5.6e-12					
NCVOG0267	3.8e-20	1e-27	1.9e-29	4.3e-27	1.4e-27	5.3e-27	4.8e-11		4.4e-29	9.2e-25	8.1e-24	3.3e-26	5.6e-22	2.8e-26	3.6e-14	8.4e-14	9.9e-14	5e-18	4.5e-14	9.7e-14	1.3e-14	2.6e-17	7.4e-14	1.1e-12	2e-23	4.6e-16	1.9e-21		6.1e-22	3e-32	2.4e-25	4.2e-20	1.1e-28	4e-28	3.1e-28	1.1e-28	1.7e-28	5.3e-28	4e-29	4.1e-26	6.6e-12	1.1e-23	1.1e-14	7.6e-23	1.3e-14	3.7e-22	8.7e-11	4.3e-14	3.3e-24	5.1e-35	2.2e-19	2.7e-31	3.3e-23	1.1e-28	1.3e-16	4.7e-17	4.5e-12	5.4e-22	1.2e-28	6.1e-25	1e-23	1.2e-22	2.7e-30	3.6e-20	1e-13	3.6e-32	2.4e-15		1e-27	6.4e-29		3.8e-23	9.4e-13	6.5e-15	1.1e-23
NCVOG0268	2.2e-11		2.4e-12	4e-13	5.1e-13				4.6e-11	1.5e-34	1.9e-12			4.9e-15	8.6e-14						8.1e-12								1.3e-15	4.9e-17	3.3e-12	2.4e-11									5.7e-13								1.2e-17							3.3e-11		5.1e-33	1.6e-14	3.9e-13							1.6e-12	4.5e-13	6.7e-12	8.8e-11					
NCVOG0269				1.1e-11							9.6e-11				2.6e-11																2.1e-26																		1.9e-12										3e-12								2.3e-13			3.7e-13					
NCVOG0271	8e-149	5.3e-201	9.4e-149	4.2e-141	5.1e-90	5.7e-158	4.5e-64		2.1e-110	5.3e-36	2e-141	1.7e-140	1.7e-94	4.1e-122	1.1e-48	5.4e-64	3.3e-64	1.7e-83	3.3e-64	9.4e-65	3.4e-66	2.4e-50	7.8e-67	4.8e-72	9.5e-74	2.3e-71	1.7e-54		8e-95	4e-97	1.3e-91	8.5e-70	6.7e-75	1.2e-105	2.6e-105	2.4e-105	1.8e-105	8.2e-105	2.4e-106	3.2e-57	3.1e-67	6.4e-79	1.6e-54	1.1e-52	1e-102	6.3e-116	9.2e-107	5.8e-107	2e-141	2.2e-65	3.1e-66	2.7e-101	3.9e-115	2.6e-59	3.6e-156	2.8e-62	1.3e-74	2.1e-111	8.2e-142	2.7e-143	9e-83	2.2e-70	1.1e-55	1.1e-143	1.8e-65	8.6e-82	1.3e-29	9.4e-30	3.6e-115	7.3e-104		5e-54	3.5e-54	2.1e-121	1.1e-79
NCVOG0272																																																																					1.4e-13						
NCVOG0273						6.2e-14	6.3e-13		4.7e-11			1.2e-15	2e-22	2.5e-22						1.1e-23	7.9e-12											1.7e-11										2.8e-13			1.6e-22					1.3e-12	1.5e-11	3.6e-11	1.4e-14																3.1e-14						
NCVOG0274	1.9e-88	2e-97	1.8e-89	3.3e-63	4.8e-60	6.3e-87	2.1e-61		5.7e-62	2e-102	4.3e-53	5.6e-69	1.4e-63	2.3e-71	6.7e-58	4.1e-100	2.9e-57	5.3e-52	3.7e-57	4.2e-84	2.7e-59	3.5e-59	3.9e-60	8.4e-64	3.5e-83	1.1e-65	1.2e-63		1.4e-85	9.4e-84	5.6e-49	8.7e-46	1.1e-60	2.6e-79	2.8e-78	1e-79	3.7e-77	4.2e-78	2.3e-79	1.9e-61	3.2e-107	2.6e-49	2.8e-60	7.1e-92	1.2e-132	6.1e-60	8.9e-51	2.8e-37	8.8e-64	4.3e-88	7.4e-35	8.2e-60	5e-61	2.3e-64	6.2e-47	7.4e-79	5.4e-59	2.2e-65	3.1e-64	1.4e-64	2.4e-47	2.6e-152	7.9e-76	2.8e-87	6.9e-42	8.8e-38	1.7e-54	5.3e-153	1.1e-61	7e-69		9e-47	1.1e-146	2.4e-61	4.7e-51
NCVOG0275	1.7e-13	2.1e-14	1.8e-13	2.2e-12	4.6e-13	6.1e-15			1.8e-21	5.9e-14	3.1e-12		1.7e-20	2.2e-20	8e-13	8.7e-17	7.4e-11				9.2e-11		3.2e-13	9.1e-18	5.4e-12	1.3e-17	9.4e-13				3.2e-13	2.3e-19	6.8e-15	1.2e-13	9.6e-13	7.6e-13	2.2e-12	1e-12	1.7e-14	9.1e-13	6.7e-11	6.6e-19	6.9e-13			4.5e-12			5.6e-13	8.4e-17		2.7e-21	1.2e-18		2.8e-12	2.3e-13	2.3e-12		7.4e-13	1.4e-11		9.5e-13	3.9e-13	1.1e-13			4.8e-11	1.4e-11	7.6e-20	3.2e-12		5.9e-14	2.3e-16	1.1e-13	5.3e-15
NCVOG0276	1.1e-114	6.9e-161	1.2e-115		7.4e-63	3e-62	1.2e-90		6.2e-182	4.8e-114		3.2e-86	1.5e-42	3.3e-107	3e-33	5.3e-57	2.8e-57	1.1e-48	2.1e-57	7.9e-87	4.8e-59	6.6e-57	2.1e-56	1.4e-63	1.3e-139	5.7e-40	2.9e-63		2.1e-80	1.4e-82	3.3e-95	6.9e-62	9.8e-104	3.2e-55	2.7e-55	5.5e-56	1.6e-55	2.3e-55	6.7e-57	5.9e-32	4.1e-22	2.6e-70	1.4e-33	2.6e-51	4.3e-67	4.3e-35	3.9e-26	1.7e-72		4.9e-78	4.2e-60	3.8e-99	4.2e-100	4.5e-64		3.3e-40	1.6e-31	2.5e-72			4.1e-75	1.1e-105	7.7e-63	6.4e-119	2.6e-58	1.8e-80	2.2e-198	2.5e-72	1.5e-108	2.2e-76		3.4e-71	3.3e-144	1.1e-62	5.6e-82
NCVOG0277						4.2e-12																		1.1e-17							3.8e-18	2.5e-15	7e-16																	7.1e-20				1.3e-13		7.7e-13							2.2e-11					1.2e-13	2.9e-19			1.6e-15	1.1e-12	3.1e-15	
NCVOG0278																															3.4e-12																																	8.4e-14											
